time,bse,apps1,apps2,brake_micro,accelerator_micro,steer_angle,front_break_pressure,rear_break_pressure,front_left_wheel_speed,front_right_wheel_speed,rear_left_wheel_speed,rear_right_wheel_speed,front_left_suspension_travel,front_right_suspension_travel,rear_left_suspension_travel,rear_right_suspension_travel,front_left_tire_temp_1,front_left_tire_temp_2,front_left_tire_temp_3,front_left_tire_temp_4,front_right_tire_temp_1,front_right_tire_temp_2,front_right_tire_temp_3,front_right_tire_temp_4,rear_left_tire_temp_1,rear_left_tire_temp_2,rear_left_tire_temp_3,rear_left_tire_temp_4,rear_right_tire_temp_1,rear_right_tire_temp_2,rear_right_tire_temp_3,rear_right_tire_temp_4
1697353560.55,0.07,0,0,0,0,69,0.6,0.6,150.9,166,2512.1,347.7,45.7,44.4,42.1,43.1,36.2,30.6,30,36.6,30,30,34,33.8,30,30,30,30,30,30,30,30
1697353560.65,0.07,0,0,0,0,69,0.6,0.6,150.9,166,2512.1,347.7,45.7,44.4,42.1,43.1,36.2,30.6,30,36.6,30,30,34,33.8,30,30,30,30,30,30,30,30
1697353560.75,0.07,0,0,0,0,69,1.2,1.2,150.9,156.1,2512.1,347.7,45.1,45.3,42.1,43.1,35.8,30.6,30,35.2,30,30,33.6,33.4,30,30,30,30,30,30,30,30
1697353560.85,0.06,0,0,0,0,69,0.6,0.6,150.9,151.2,2512.1,347.7,45.3,45.2,42.1,43.1,35.8,30.6,30,35.2,30,30,33.6,33.4,30,30,30,30,30,30,30,30
1697353560.95,0.07,0,0,0,0,69,0.6,0.6,150.9,144.6,2512.1,347.7,45.3,44.9,42.1,43.1,35.8,30.6,30,35.2,30,30,33.6,33.4,30,30,30,30,30,30,30,30
1697353561.05,0.07,0,0,0,0,69,1.2,1.2,150.9,139.4,2512.1,347.7,45.7,45,42.1,43.1,35.6,30.8,30,34.4,30,30,33.4,33.2,30,30,30,30,30,30,30,30
1697353561.15,0.07,0,0,0,0,69,1.2,1.2,150.9,139.4,2512.1,347.7,45.7,45,42.1,43.1,35.6,30.8,30,34.4,30,30,33.4,33.2,30,30,30,30,30,30,30,30
1697353561.25,0.07,0,0,0,0,69,1.2,1.2,150.9,139.4,2512.1,347.7,45.7,45,42.1,43.1,35.6,30.8,30,34.4,30,30,33.4,33.2,30,30,30,30,30,30,30,30
1697353561.35,0.06,0.24,0.25,0,1,69,0,0,150.9,128.2,2512.1,347.7,46.3,46.4,42.1,43.1,35.4,31.4,30,34.2,30,30,33.4,33.4,30,30,30,30,30,30,30,30
1697353561.45,0.07,0.33,0.33,0,1,69,0,0,150.9,201.1,2512.1,347.7,46,47,42.1,43.1,35.4,31.4,30,34.2,30,30,33.4,33.4,30,30,30,30,30,30,30,30
1697353561.55,0.07,0.33,0.33,0,1,69,0,0,150.9,201.1,2512.1,347.7,46,47,42.1,43.1,35.4,31.4,30,34.2,30,30,33.4,33.4,30,30,30,30,30,30,30,30
1697353561.65,0.07,0.33,0.33,0,1,69,0,0,150.9,201.1,2512.1,347.7,46,47,42.1,43.1,35.4,31.4,30,34.2,30,30,33.4,33.4,30,30,30,30,30,30,30,30
1697353561.75,0.06,0.36,0.37,0,1,70,0.9,0.9,150.9,141.3,2512.1,347.7,45.7,47.8,42.1,43.1,35.6,31.2,30.2,34.6,30,30,33,33.4,30,30,30,30,30,30,30,30
1697353561.85,0.06,0.35,0.35,0,1,70,0,0,150.9,147.5,2512.1,347.7,46.1,47.8,42.1,43.1,36.2,30.6,30.2,35,30,30,33,33.2,30,30,30,30,30,30,30,30
1697353561.95,0.07,0.33,0.34,0,1,70,0.3,0.3,150.9,152.9,2512.1,347.7,46.8,46.9,42.1,43.1,36.2,30.6,30.2,35,30,30,33,33.2,30,30,30,30,30,30,30,30
1697353562.05,0.06,0.32,0.33,0,1,70,0.9,0.9,150.9,155.5,2512.1,347.7,47.4,45.9,42.1,43.1,36.2,30.8,30,35.2,30,30,33,33,30,30,30,30,30,30,30,30
1697353562.15,0.06,0.32,0.33,0,1,70,0.9,0.9,150.9,155.5,2512.1,347.7,47.4,45.9,42.1,43.1,36.2,30.8,30,35.2,30,30,33,33,30,30,30,30,30,30,30,30
1697353562.25,0.06,0.32,0.33,0,1,70,0.9,0.9,150.9,155.5,2512.1,347.7,47.4,45.9,42.1,43.1,36.2,30.8,30,35.2,30,30,33,33,30,30,30,30,30,30,30,30
1697353562.35,0.06,0.32,0.33,0,1,70,0.9,0.9,150.9,155.5,2512.1,347.7,47.4,45.9,42.1,43.1,36.2,30.8,30,35.2,30,30,33,33,30,30,30,30,30,30,30,30
1697353562.45,0.06,0.32,0.33,0,1,70,0.9,0.9,150.9,155.5,2512.1,347.7,47.4,45.9,42.1,43.1,36.2,30.8,30,35.2,30,30,33,33,30,30,30,30,30,30,30,30
1697353562.55,0.06,0.26,0.27,0,1,70,0.6,0.6,150.9,172.5,2512.1,347.7,46.2,46.9,42.1,43.1,36.2,30.8,30,35.2,30,30,33,33,30,30,30,30,30,30,30,30
1697353562.65,0.06,0.26,0.27,0,1,70,0.6,0.6,150.9,172.5,2512.1,347.7,46.2,46.9,42.1,43.1,35.2,30,30,35.4,30,30,33.2,32.8,30,30,30,30,30,30,30,30
