time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697353560.55,-0.12,0.32,0.94,-1.2,0.3,52,0.93,0.06,-0,-0.37
1697353560.56,-0.21,0.28,1.05,-1.2,0.3,52,0.93,0.06,-0,-0.37
1697353560.57,-0.21,0.28,1.05,-2,0.9,52,0.93,0.06,-0,-0.36
1697353560.58,-0.18,0.34,0.94,-2.2,1.1,52,0.93,0.06,-0,-0.36
1697353560.59,-0.18,0.38,1,-2,1.2,52,0.93,0.06,-0,-0.35
1697353560.6,-0.13,0.42,0.98,0.5,0.7,51.7,0.93,0.06,-0,-0.35
1697353560.61,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.62,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.63,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.64,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.65,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.66,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.67,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.68,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.69,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.7,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.71,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.72,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.73,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.74,-0.1,0.36,1.07,1.3,0.1,51.5,0.94,0.06,-0,-0.35
1697353560.75,-0.06,0.37,0.95,-1.7,0.3,48.7,0.95,0.06,-0.01,-0.29
1697353560.76,-0.13,0.3,1.15,-1.1,-0.1,48.8,0.96,0.06,-0.01,-0.29
1697353560.77,-0.11,0.22,0.69,1.6,-0.8,48.5,0.96,0.06,-0.01,-0.28
1697353560.78,-0.24,0.31,1.26,2.1,-1.1,48.1,0.96,0.06,-0.01,-0.28
1697353560.79,-0.08,0.27,0.82,1.4,-1.1,48,0.96,0.06,-0.01,-0.27
1697353560.8,-0.1,0.32,0.85,-0.2,-0.8,48,0.96,0.06,-0.01,-0.27
1697353560.81,-0.19,0.32,1.12,-0.5,-0.7,47.9,0.96,0.06,-0.01,-0.27
1697353560.82,-0.15,0.31,1.03,-0.6,-0.2,48.1,0.96,0.06,-0.01,-0.26
1697353560.83,-0.17,0.31,0.97,-0.3,0.2,48,0.97,0.06,-0.01,-0.25
1697353560.84,-0.17,0.31,0.97,-0.3,0.2,48,0.97,0.06,-0.01,-0.25
1697353560.85,-0.18,0.27,1.14,0,0.5,48,0.97,0.06,-0.01,-0.25
1697353560.86,-0.18,0.27,1.14,-0.3,0.9,48,0.97,0.06,-0.01,-0.24
1697353560.87,-0.15,0.29,1.1,-0.4,1.3,47.7,0.97,0.06,-0.01,-0.24
1697353560.88,-0.15,0.29,1.1,-1.1,1.7,47.3,0.97,0.06,-0.01,-0.24
1697353560.89,-0.12,0.28,0.96,-1.1,1.9,47.2,0.97,0.06,-0.01,-0.23
1697353560.9,-0.17,0.29,0.97,-1.2,1.8,46.8,0.97,0.06,-0.01,-0.23
1697353560.91,-0.14,0.27,1.02,-0.9,1.5,46.6,0.97,0.06,-0.01,-0.23
1697353560.92,-0.08,0.26,0.99,-0.3,1.2,46.3,0.97,0.06,-0.01,-0.22
1697353560.93,-0.1,0.24,1.01,0.1,0.2,45.9,0.97,0.06,-0.01,-0.22
1697353560.94,-0.09,0.25,0.94,-0.3,0,45.8,0.98,0.06,-0.01,-0.21
1697353560.95,-0.13,0.25,0.95,-0.5,-0.2,45.7,0.98,0.06,-0.01,-0.21
1697353560.96,-0.13,0.26,1,-0.6,-0.2,45.6,0.98,0.06,-0.01,-0.2
1697353560.97,-0.12,0.26,0.94,-0.7,-0.3,45.6,0.98,0.06,-0.01,-0.2
1697353560.98,-0.16,0.27,1.07,-0.7,0,45.4,0.98,0.06,-0.01,-0.2
1697353560.99,-0.11,0.27,0.88,-0.4,0.4,45.4,0.98,0.06,-0.01,-0.19
1697353561,-0.16,0.28,1.03,0.4,1,45.4,0.98,0.07,-0.01,-0.19
1697353561.01,-0.16,0.25,1.07,0.4,1,45.4,0.98,0.07,-0.01,-0.19
1697353561.02,-0.1,0.24,0.95,1.6,2.3,45.2,0.98,0.07,-0.01,-0.18
1697353561.03,-0.16,0.22,1.09,1.7,2.7,45,0.98,0.07,-0.01,-0.18
1697353561.04,-0.1,0.15,1.06,0.7,3.1,44.6,0.98,0.07,-0.01,-0.17
1697353561.05,-0.09,0.23,0.87,-0.3,3.1,44.5,0.98,0.07,-0.01,-0.17
1697353561.06,-0.09,0.23,0.86,-0.4,3,44.4,0.98,0.07,-0.01,-0.17
1697353561.07,-0.1,0.26,0.97,-0.6,2.8,44.1,0.98,0.07,-0.01,-0.16
1697353561.08,-0.1,0.24,1,-1.4,1.6,43.7,0.99,0.07,-0.01,-0.16
1697353561.09,-0.1,0.32,0.88,-1.3,1.1,43.5,0.99,0.07,-0.01,-0.15
1697353561.1,-0.1,0.27,0.9,-1,0.6,43.4,0.99,0.07,-0.01,-0.15
1697353561.11,-0.12,0.28,1.01,-1.1,0.5,43.3,0.99,0.07,-0.01,-0.15
1697353561.12,-0.16,0.22,1.04,-1.6,0.8,43.2,0.99,0.07,-0.01,-0.14
1697353561.13,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.14,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.15,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.16,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.17,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.18,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.19,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.2,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.21,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.22,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.23,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.24,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.25,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.26,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.27,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.28,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.29,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.3,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.31,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.32,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.33,-0.14,0.24,0.94,-1.8,1.5,43,0.99,0.07,-0,-0.14
1697353561.34,0.19,0.1,1.13,-0.1,0.1,37.2,0.99,0.08,0,-0.07
1697353561.35,0.1,0.21,0.97,-0.6,0.1,37.7,1,0.08,-0,-0.06
1697353561.36,-0.03,0.25,0.98,-0.4,1.1,38.4,1,0.08,-0,-0.06
1697353561.37,-0.18,0.31,0.92,-1.2,2.2,40.1,1,0.08,-0,-0.05
1697353561.38,-0.17,0.25,0.86,-1.1,3.4,41.6,1,0.08,0,-0.05
1697353561.39,-0.16,0.22,1.07,-1.2,4.4,42.9,1,0.08,0,-0.05
1697353561.4,-0.13,0.25,0.96,-0.8,5.1,43.7,1,0.08,0,-0.04
1697353561.41,-0.01,0.18,1.12,-0.4,5.1,43.7,1,0.08,0,-0.04
1697353561.42,0.12,0.15,1.09,-0.1,4.3,42.7,1,0.08,0,-0.04
1697353561.43,0.23,0.13,1.15,0.4,2.8,40.7,1,0.08,0,-0.04
1697353561.44,0.38,0.12,0.96,0.4,2.8,40.7,1,0.08,0,-0.03
1697353561.45,0.28,0.15,1.12,0.4,1.4,38.6,1,0.08,0,-0.02
1697353561.46,0.19,0.26,0.92,0.3,0.4,37.2,1,0.08,0,-0.02
1697353561.47,0.19,0.26,0.92,0.3,0.4,37.2,1,0.08,0,-0.02
1697353561.48,-0.03,0.31,1.04,0,0.4,36.8,1,0.08,-0,-0.01
1697353561.49,-0.12,0.22,0.92,0,0.4,36.8,1,0.08,-0,-0.01
