time,cpu_temp,cpu_usage,mem_usage,swap_usage,disk_usage
1697352244.65,50.15,0.49,0.32,0,0.41
1697352244.75,50.15,0.49,0.32,0,0.41
1697352244.85,50.15,0.49,0.32,0,0.41
1697352244.95,50.15,0.49,0.32,0,0.41
1697352245.05,50.15,0.49,0.32,0,0.41
1697352245.15,50.15,0.49,0.32,0,0.41
1697352245.25,50.15,0.49,0.32,0,0.41
1697352245.35,50.15,0.49,0.32,0,0.41
1697352245.45,51.12,0.49,0.32,0,0.41
1697352245.55,51.12,0.49,0.32,0,0.41
1697352245.65,51.12,0.49,0.32,0,0.41
1697352245.75,51.12,0.49,0.32,0,0.41
1697352245.85,51.12,0.49,0.32,0,0.41
1697352245.95,51.12,0.49,0.32,0,0.41
1697352246.05,51.12,0.49,0.32,0,0.41
1697352246.15,51.12,0.49,0.32,0,0.41
1697352246.25,51.12,0.49,0.32,0,0.41
1697352246.35,51.12,0.49,0.32,0,0.41
1697352246.45,52.1,0.49,0.32,0,0.41
1697352246.55,52.1,0.49,0.32,0,0.41
1697352246.65,52.1,0.49,0.32,0,0.41
1697352246.75,52.1,0.49,0.32,0,0.41
1697352246.85,52.1,0.49,0.32,0,0.41
1697352246.95,52.1,0.49,0.32,0,0.41
1697352247.05,52.1,0.49,0.32,0,0.41
1697352247.15,52.1,0.49,0.32,0,0.41
1697352247.25,52.1,0.49,0.32,0,0.41
1697352247.35,52.1,0.49,0.32,0,0.41
1697352247.45,50.63,0.55,0.32,0,0.41
1697352247.55,50.63,0.55,0.32,0,0.41
1697352247.65,50.63,0.55,0.32,0,0.41
1697352247.75,50.63,0.55,0.32,0,0.41
1697352247.85,50.63,0.55,0.32,0,0.41
1697352247.95,50.63,0.55,0.32,0,0.41
1697352248.05,50.63,0.55,0.32,0,0.41
1697352248.15,50.63,0.55,0.32,0,0.41
1697352248.25,50.63,0.55,0.32,0,0.41
1697352248.35,50.63,0.55,0.32,0,0.41
1697352248.45,51.12,0.51,0.32,0,0.41
1697352248.55,51.12,0.51,0.32,0,0.41
1697352248.65,51.12,0.51,0.32,0,0.41
1697352248.75,51.12,0.51,0.32,0,0.41
1697352248.85,51.12,0.51,0.32,0,0.41
1697352248.95,51.12,0.51,0.32,0,0.41
1697352249.05,51.12,0.51,0.32,0,0.41
1697352249.15,51.12,0.51,0.32,0,0.41
1697352249.25,51.12,0.51,0.32,0,0.41
1697352249.35,51.12,0.51,0.32,0,0.41
1697352249.45,50.63,0.52,0.32,0,0.41
1697352249.55,50.63,0.52,0.32,0,0.41
1697352249.65,50.63,0.52,0.32,0,0.41
1697352249.75,50.63,0.52,0.32,0,0.41
1697352249.85,50.63,0.52,0.32,0,0.41
1697352249.95,50.63,0.52,0.32,0,0.41
1697352250.05,50.63,0.52,0.32,0,0.41
1697352250.15,50.63,0.52,0.32,0,0.41
1697352250.25,50.63,0.52,0.32,0,0.41
1697352250.35,50.63,0.52,0.32,0,0.41
1697352250.45,51.12,0.52,0.32,0,0.41
1697352250.55,51.12,0.52,0.32,0,0.41
1697352250.65,51.12,0.52,0.32,0,0.41
1697352250.75,51.12,0.52,0.32,0,0.41
1697352250.85,51.12,0.52,0.32,0,0.41
1697352250.95,51.12,0.52,0.32,0,0.41
1697352251.05,51.12,0.52,0.32,0,0.41
1697352251.15,51.12,0.52,0.32,0,0.41
1697352251.25,51.12,0.52,0.32,0,0.41
1697352251.35,51.12,0.52,0.32,0,0.41
1697352251.45,50.15,0.52,0.32,0,0.41
1697352251.55,50.15,0.52,0.32,0,0.41
1697352251.65,50.15,0.52,0.32,0,0.41
1697352251.75,50.15,0.52,0.32,0,0.41
1697352251.85,50.15,0.52,0.32,0,0.41
1697352251.95,50.15,0.52,0.32,0,0.41
1697352252.05,50.15,0.52,0.32,0,0.41
1697352252.15,50.15,0.52,0.32,0,0.41
1697352252.25,50.15,0.52,0.32,0,0.41
1697352252.35,50.15,0.52,0.32,0,0.41
1697352252.45,51.61,0.54,0.32,0,0.41
1697352252.55,51.61,0.54,0.32,0,0.41
1697352252.65,51.61,0.54,0.32,0,0.41
1697352252.75,51.61,0.54,0.32,0,0.41
1697352252.85,51.61,0.54,0.32,0,0.41
1697352252.95,51.61,0.54,0.32,0,0.41
1697352253.05,51.61,0.54,0.32,0,0.41
1697352253.15,51.61,0.54,0.32,0,0.41
1697352253.25,51.61,0.54,0.32,0,0.41
1697352253.35,51.61,0.54,0.32,0,0.41
1697352253.45,51.61,0.54,0.32,0,0.41
1697352253.55,50.63,0.45,0.32,0,0.41
1697352253.65,50.63,0.45,0.32,0,0.41
1697352253.75,50.63,0.45,0.32,0,0.41
1697352253.85,50.63,0.45,0.32,0,0.41
1697352253.95,50.63,0.45,0.32,0,0.41
1697352254.05,50.63,0.45,0.32,0,0.41
1697352254.15,50.63,0.45,0.32,0,0.41
1697352254.25,50.63,0.45,0.32,0,0.41
1697352254.35,50.63,0.45,0.32,0,0.41
1697352254.45,50.63,0.45,0.32,0,0.41
1697352254.55,50.63,0.45,0.32,0,0.41
1697352254.65,50.15,0.45,0.32,0,0.41
1697352254.75,50.15,0.45,0.32,0,0.41
1697352254.85,50.15,0.45,0.32,0,0.41
1697352254.95,50.15,0.45,0.32,0,0.41
1697352255.05,50.15,0.45,0.32,0,0.41
1697352255.15,50.15,0.45,0.32,0,0.41
1697352255.25,50.15,0.45,0.32,0,0.41
1697352255.35,50.15,0.45,0.32,0,0.41
1697352255.45,51.61,0.52,0.32,0,0.41
1697352255.55,51.61,0.52,0.32,0,0.41
1697352255.65,51.61,0.52,0.32,0,0.41
1697352255.75,51.61,0.52,0.32,0,0.41
1697352255.85,51.61,0.52,0.32,0,0.41
1697352255.95,51.61,0.52,0.32,0,0.41
1697352256.05,51.61,0.52,0.32,0,0.41
1697352256.15,51.61,0.52,0.32,0,0.41
1697352256.25,51.61,0.52,0.32,0,0.41
1697352256.35,51.61,0.52,0.32,0,0.41
1697352256.45,49.66,0.51,0.32,0,0.41
1697352256.55,49.66,0.51,0.32,0,0.41
1697352256.65,49.66,0.51,0.32,0,0.41
1697352256.75,49.66,0.51,0.32,0,0.41
1697352256.85,49.66,0.51,0.32,0,0.41
1697352256.95,49.66,0.51,0.32,0,0.41
1697352257.05,49.66,0.51,0.32,0,0.41
1697352257.15,49.66,0.51,0.32,0,0.41
1697352257.25,49.66,0.51,0.32,0,0.41
1697352257.35,49.66,0.51,0.32,0,0.41
1697352257.45,51.12,0.52,0.32,0,0.41
1697352257.55,51.12,0.52,0.32,0,0.41
1697352257.65,51.12,0.52,0.32,0,0.41
1697352257.75,51.12,0.52,0.32,0,0.41
1697352257.85,51.12,0.52,0.32,0,0.41
1697352257.95,51.12,0.52,0.32,0,0.41
1697352258.05,51.12,0.52,0.32,0,0.41
1697352258.15,51.12,0.52,0.32,0,0.41
1697352258.25,51.12,0.52,0.32,0,0.41
1697352258.35,51.12,0.52,0.32,0,0.41
1697352258.45,52.1,0.49,0.32,0,0.41
1697352258.55,52.1,0.49,0.32,0,0.41
1697352258.65,52.1,0.49,0.32,0,0.41
1697352258.75,52.1,0.49,0.32,0,0.41
1697352258.85,52.1,0.49,0.32,0,0.41
1697352258.95,52.1,0.49,0.32,0,0.41
1697352259.05,52.1,0.49,0.32,0,0.41
1697352259.15,52.1,0.49,0.32,0,0.41
1697352259.25,52.1,0.49,0.32,0,0.41
1697352259.35,52.1,0.49,0.32,0,0.41
1697352259.45,51.12,0.45,0.32,0,0.41
1697352259.55,51.12,0.45,0.32,0,0.41
1697352259.65,51.12,0.45,0.32,0,0.41
1697352259.75,51.12,0.45,0.32,0,0.41
1697352259.85,51.12,0.45,0.32,0,0.41
1697352259.95,51.12,0.45,0.32,0,0.41
1697352260.05,51.12,0.45,0.32,0,0.41
1697352260.15,51.12,0.45,0.32,0,0.41
1697352260.25,51.12,0.45,0.32,0,0.41
1697352260.35,51.12,0.45,0.32,0,0.41
1697352260.45,51.12,0.49,0.32,0,0.41
1697352260.55,51.12,0.49,0.32,0,0.41
1697352260.65,51.12,0.49,0.32,0,0.41
1697352260.75,51.12,0.49,0.32,0,0.41
1697352260.85,51.12,0.49,0.32,0,0.41
1697352260.95,51.12,0.49,0.32,0,0.41
1697352261.05,51.12,0.49,0.32,0,0.41
1697352261.15,51.12,0.49,0.32,0,0.41
1697352261.25,51.12,0.49,0.32,0,0.41
1697352261.35,51.12,0.49,0.32,0,0.41
1697352261.45,51.12,0.49,0.32,0,0.41
1697352261.55,51.12,0.5,0.32,0,0.41
1697352261.65,51.12,0.5,0.32,0,0.41
1697352261.75,51.12,0.5,0.32,0,0.41
1697352261.85,51.12,0.5,0.32,0,0.41
1697352261.95,51.12,0.5,0.32,0,0.41
1697352262.05,51.12,0.5,0.32,0,0.41
1697352262.15,51.12,0.5,0.32,0,0.41
1697352262.25,51.12,0.5,0.32,0,0.41
1697352262.35,51.12,0.5,0.32,0,0.41
1697352262.45,51.61,0.52,0.32,0,0.41
1697352262.55,51.61,0.52,0.32,0,0.41
1697352262.65,51.61,0.52,0.32,0,0.41
1697352262.75,51.61,0.52,0.32,0,0.41
1697352262.85,51.61,0.52,0.32,0,0.41
1697352262.95,51.61,0.52,0.32,0,0.41
1697352263.05,51.61,0.52,0.32,0,0.41
1697352263.15,51.61,0.52,0.32,0,0.41
1697352263.25,51.61,0.52,0.32,0,0.41
1697352263.35,51.61,0.52,0.32,0,0.41
1697352263.45,50.63,0.52,0.32,0,0.41
1697352263.55,50.63,0.52,0.32,0,0.41
1697352263.65,50.63,0.52,0.32,0,0.41
1697352263.75,50.63,0.52,0.32,0,0.41
1697352263.85,50.63,0.52,0.32,0,0.41
1697352263.95,50.63,0.52,0.32,0,0.41
1697352264.05,50.63,0.52,0.32,0,0.41
1697352264.15,50.63,0.52,0.32,0,0.41
1697352264.25,50.63,0.52,0.32,0,0.41
1697352264.35,50.63,0.52,0.32,0,0.41
1697352264.45,51.12,0.53,0.32,0,0.41
1697352264.55,51.12,0.53,0.32,0,0.41
1697352264.65,51.12,0.53,0.32,0,0.41
1697352264.75,51.12,0.53,0.32,0,0.41
1697352264.85,51.12,0.53,0.32,0,0.41
1697352264.95,51.12,0.53,0.32,0,0.41
1697352265.05,51.12,0.53,0.32,0,0.41
1697352265.15,51.12,0.53,0.32,0,0.41
1697352265.25,51.12,0.53,0.32,0,0.41
1697352265.35,51.12,0.53,0.32,0,0.41
1697352265.45,50.63,0.51,0.32,0,0.41
1697352265.55,50.63,0.51,0.32,0,0.41
1697352265.65,50.63,0.51,0.32,0,0.41
1697352265.75,50.63,0.51,0.32,0,0.41
1697352265.85,50.63,0.51,0.32,0,0.41
1697352265.95,50.63,0.51,0.32,0,0.41
1697352266.05,50.63,0.51,0.32,0,0.41
1697352266.15,50.63,0.51,0.32,0,0.41
1697352266.25,50.63,0.51,0.32,0,0.41
1697352266.35,50.63,0.51,0.32,0,0.41
1697352266.45,50.63,0.52,0.32,0,0.41
1697352266.55,50.63,0.52,0.32,0,0.41
1697352266.65,50.63,0.52,0.32,0,0.41
1697352266.75,50.63,0.52,0.32,0,0.41
1697352266.85,50.63,0.52,0.32,0,0.41
1697352266.95,50.63,0.52,0.32,0,0.41
1697352267.05,50.63,0.52,0.32,0,0.41
1697352267.15,50.63,0.52,0.32,0,0.41
1697352267.25,50.63,0.52,0.32,0,0.41
1697352267.35,50.63,0.52,0.32,0,0.41
1697352267.45,50.63,0.51,0.32,0,0.41
1697352267.55,50.63,0.51,0.32,0,0.41
1697352267.65,50.63,0.51,0.32,0,0.41
1697352267.75,50.63,0.51,0.32,0,0.41
1697352267.85,50.63,0.51,0.32,0,0.41
1697352267.95,50.63,0.51,0.32,0,0.41
1697352268.05,50.63,0.51,0.32,0,0.41
1697352268.15,50.63,0.51,0.32,0,0.41
1697352268.25,50.63,0.51,0.32,0,0.41
1697352268.35,50.63,0.51,0.32,0,0.41
1697352268.45,50.63,0.47,0.32,0,0.41
1697352268.55,50.63,0.47,0.32,0,0.41
1697352268.65,50.63,0.47,0.32,0,0.41
1697352268.75,50.63,0.47,0.32,0,0.41
1697352268.85,50.63,0.47,0.32,0,0.41
1697352268.95,50.63,0.47,0.32,0,0.41
1697352269.05,50.63,0.47,0.32,0,0.41
1697352269.15,50.63,0.47,0.32,0,0.41
