time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697352398.45,-0.14,1.14,0.88,-0.4,2.5,83.5,0.87,-0,-0.04,-0.49
1697352398.46,-0.12,1,0.92,0.2,0.9,84.5,0.88,-0,-0.04,-0.48
1697352398.47,-0.13,1.15,1.35,0.5,-1.1,84.9,0.88,-0,-0.04,-0.47
1697352398.48,-0.12,0.98,0.93,1.6,-1.4,85.1,0.88,-0,-0.04,-0.47
1697352398.49,-0.06,1.11,0.58,2.3,-0.9,85.2,0.89,-0,-0.04,-0.46
1697352398.5,-0.07,0.91,0.69,2.5,-0.1,84.8,0.89,-0,-0.04,-0.45
1697352398.51,-0.23,0.98,0.86,2.2,0.7,84.1,0.89,-0,-0.04,-0.45
1697352398.52,-0.3,1.12,1.03,1.6,1.6,84.1,0.9,-0,-0.04,-0.44
1697352398.53,-0.33,1.18,1.14,2.2,3,83.7,0.9,-0,-0.04,-0.43
1697352398.54,-0.23,1.05,0.69,1.6,3.4,83.4,0.9,-0,-0.04,-0.43
1697352398.55,-0.3,0.96,1.17,0.1,4,83,0.91,-0,-0.04,-0.42
1697352398.56,-0.22,0.87,0.82,-3.4,5,82.8,0.91,-0,-0.04,-0.41
1697352398.57,-0.22,1.18,0.82,-4.2,6,83,0.91,-0,-0.04,-0.41
1697352398.58,-0.3,1.28,1.16,-2.8,5.9,84.1,0.92,-0.01,-0.04,-0.4
1697352398.59,-0.17,1.24,1.01,1,5.5,84.4,0.92,-0.01,-0.04,-0.39
1697352398.6,-0.17,1.24,1.01,1,5.5,84.4,0.92,-0.01,-0.04,-0.39
1697352398.61,-0.24,1.1,0.95,3.7,4.1,88.5,0.92,-0.01,-0.04,-0.38
1697352398.62,-0.27,1.08,1.25,0.6,3.7,90.6,0.93,-0.01,-0.04,-0.37
1697352398.63,-0.21,1.11,0.76,-2.4,3.1,92.5,0.93,-0.01,-0.04,-0.36
1697352398.64,-0.41,1.09,1.06,-4.9,2.9,94.1,0.93,-0.01,-0.04,-0.35
1697352398.65,-0.3,1.12,0.93,-6.1,2.2,95.5,0.94,-0.01,-0.04,-0.35
1697352398.66,-0.3,1.12,0.93,-6.1,2.2,95.5,0.94,-0.01,-0.04,-0.35
1697352398.67,-0.25,1.23,1.1,-1.7,1.1,97,0.94,-0.01,-0.04,-0.33
1697352398.68,-0.25,1.23,1.1,-1.7,1.1,97,0.94,-0.01,-0.04,-0.33
1697352398.69,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.7,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.71,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.72,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.73,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.74,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.75,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.76,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.77,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.78,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.79,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.8,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.81,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.82,-0.27,1.06,0.82,4.4,1.1,97.4,0.95,-0.01,-0.04,-0.31
1697352398.83,-0.58,1.08,0.65,-3.2,2.7,91.5,0.98,-0.01,-0.03,-0.21
1697352398.84,-0.47,1.2,1.16,-1.4,2.3,90.8,0.98,-0.01,-0.03,-0.2
1697352398.85,-0.3,1.1,0.95,0.3,1.3,90.6,0.98,-0.01,-0.03,-0.19
1697352398.86,-0.16,1.07,0.89,1.1,-0.3,90.6,0.98,-0.01,-0.03,-0.18
1697352398.87,-0.25,0.87,0.61,0.4,-1.1,90.1,0.98,-0.01,-0.03,-0.17
1697352398.88,-0.28,0.96,0.86,-1.5,-1.5,89.7,0.99,-0.01,-0.03,-0.17
1697352398.89,-0.22,0.89,0.62,-2.7,-1.3,89.5,0.99,-0.01,-0.03,-0.16
1697352398.9,-0.31,0.91,0.92,-3.2,-0.4,88.8,0.99,-0.01,-0.03,-0.15
1697352398.91,-0.35,0.97,1.1,-2.6,0.7,88.4,0.99,-0.01,-0.03,-0.14
1697352398.92,-0.26,1.03,0.74,-1.3,1.6,88.1,0.99,-0.01,-0.03,-0.13
1697352398.93,-0.29,0.95,1,-0.2,2.6,87.5,0.99,-0.01,-0.03,-0.13
1697352398.94,-0.32,0.95,0.89,-0.1,3.4,87.3,0.99,-0.01,-0.03,-0.12
1697352398.95,-0.33,0.8,1.27,-0.6,4,86.8,0.99,-0.01,-0.03,-0.11
1697352398.96,-0.13,0.88,0.61,-0.9,4.5,85.7,0.99,-0.02,-0.03,-0.1
1697352398.97,-0.06,0.78,1.11,-1,4.8,85.4,0.99,-0.02,-0.03,-0.1
