time,bse,apps1,apps2,brake_micro,accelerator_micro,steer_angle,front_break_pressure,rear_break_pressure,front_left_wheel_speed,front_right_wheel_speed,rear_left_wheel_speed,rear_right_wheel_speed,front_left_suspension_travel,front_right_suspension_travel,rear_left_suspension_travel,rear_right_suspension_travel,front_left_tire_temp_1,front_left_tire_temp_2,front_left_tire_temp_3,front_left_tire_temp_4,front_right_tire_temp_1,front_right_tire_temp_2,front_right_tire_temp_3,front_right_tire_temp_4,rear_left_tire_temp_1,rear_left_tire_temp_2,rear_left_tire_temp_3,rear_left_tire_temp_4,rear_right_tire_temp_1,rear_right_tire_temp_2,rear_right_tire_temp_3,rear_right_tire_temp_4
1697352398.45,0.08,0.21,0.21,0,1,76,0,0,3139.7,293.9,-1523.5,283.9,49.5,40,43.6,41.5,36.2,30,32.6,39.2,30,30.4,34.4,33.4,30,30,30,30,30,30,30,30
1697352398.55,0.07,0.3,0.3,0,1,65,0,0,3139.7,292.2,-1849.2,283,51.6,40.8,44.5,41.3,36.2,30,32.6,39.2,30,30.4,34.4,33.4,30,30,30,30,30,30,30,30
1697352398.65,0.06,0.1,0.1,0,1,65,0,0,3139.7,293.8,-1849.2,283,50.5,40.5,44.5,41.3,36.2,30,32.6,39.2,30,30.4,34.4,33.4,30,30,30,30,30,30,30,30
1697352398.75,0.06,0.1,0.1,0,1,65,0,0,3139.7,293.8,-1849.2,283,50.5,40.5,44.5,41.3,36.2,30,32.6,39.2,30,30.4,34.4,33.4,30,30,30,30,30,30,30,30
1697352398.85,0.06,0.03,0.02,0,1,65,0,0,3139.7,275.7,-2297.7,259,49.2,40,44.9,41.4,35.4,30,30,35.6,30,30,34,33.6,30,30,30,30,30,30,30,30
1697352398.95,0.07,0.26,0.28,0,1,65,0,0,3139.7,267.6,305.4,255.9,49.8,40.9,44.7,41.4,35.4,30,30,33.4,30,30,33.4,34,30,30,30,30,30,30,30,30
1697352399.05,0.06,0.26,0.26,0,1,65,0,0,3139.7,270.5,1165.8,255.5,50.5,41.4,44.7,41.5,35.4,30,30,33.4,30,30,33.4,34,30,30,30,30,30,30,30,30
1697352399.15,0.06,0.26,0.26,0,1,65,0,0,3139.7,271.8,1165.8,255.5,50.2,41.3,44.7,41.5,35.2,30.6,30,34,30,30,33.8,34,30,30,30,30,30,30,30,30
1697352399.25,0.06,0.26,0.26,0,1,65,0,0,3139.7,271.8,1165.8,255.5,50.2,41.3,44.7,41.5,35.2,30.6,30,34,30,30,33.8,34,30,30,30,30,30,30,30,30
1697352399.35,0.06,0.26,0.26,0,1,65,0,0,3139.7,269.1,1165.8,255.5,49.8,41.2,44.7,41.5,35.2,30.6,30,34,30,30,33.8,34,30,30,30,30,30,30,30,30
1697352399.45,0.06,0.3,0.3,0,1,65,0.3,0.3,3139.7,270.1,302.2,257.3,50.9,41.3,44.7,41.1,36,30.6,30.2,34.2,30,30,33.8,34.2,30,30,30,30,30,30,30,30
1697352399.55,0.06,0.29,0.29,0,1,65,0.3,0.3,3139.7,270.7,-2795.2,257.1,50.9,41.3,44.6,41.5,36,30.6,30.2,34.2,30,30,33.8,34.2,30,30,30,30,30,30,30,30
1697352399.65,0.06,0.32,0.32,0,1,65,0,0,3139.7,273.5,-2795.2,257.1,50.4,41.2,44.6,41.5,35.8,30,30,34,30,30,34.2,34.4,30,30,30,30,30,30,30,30
1697352399.75,0.06,0.32,0.32,0,1,65,0,0,3139.7,273.5,-2795.2,257.1,50.4,41.2,44.6,41.5,35.8,30,30,34,30,30,34.2,34.4,30,30,30,30,30,30,30,30
1697352399.85,0.06,0.34,0.34,0,1,65,0,0,3139.7,277.2,315.8,261.9,50.1,42.1,44.4,41.4,35.8,30,30,34,30,30,34.2,34.4,30,30,30,30,30,30,30,30
1697352399.95,0.06,0.42,0.42,0,1,65,1.2,1.2,3139.7,278.2,315.8,261.9,50.2,42.5,44.4,41.4,35.6,30,30,34.2,30,30,34.2,34.6,30,30,30,30,30,30,30,30
1697352400.05,0.06,0.48,0.48,0,1,66,0,0,3139.7,285.4,471,271.7,50.2,43.2,44.7,41.2,35.6,30,30,34.2,30,30,34.2,34.6,30,30,30,30,30,30,30,30
