time,torque_command,torque_feedback,motor_speed,dc_bus_voltage,dc_bus_current,control_board_temperature,hot_spot_temperature,motor_temperature
1697354815.15,9.8,8.2,1037,261.7,5.2,39.8,34.1,39.6
1697354815.16,10.7,9.4,1058,261.5,5.2,39.8,34.1,39.6
1697354815.17,10.7,9.8,1075,261.3,6,39.8,34.1,39.6
1697354815.18,11.2,10.6,1085,261.4,6,39.8,34.1,39.6
1697354815.19,11.2,11.2,1091,261.4,6.2,39.8,34.1,39.6
1697354815.2,11.5,11.8,1068,261.4,6.2,39.8,34.1,39.6
1697354815.21,11.5,12.3,983,261.4,5.7,39.8,34.1,39.6
1697354815.22,11.5,12.6,926,261.5,5.7,39.8,34.1,39.6
1697354815.23,11.5,12.9,872,261.5,5.7,39.8,34.1,39.6
1697354815.24,11.5,13,814,261.5,4.5,39.8,34.1,39.6
1697354815.25,11.5,13.1,807,261.5,4.3,39.9,34.1,39.6
1697354815.26,11.4,13.2,830,261.4,4.3,39.9,34.1,39.6
1697354815.27,11.4,13.2,843,261.5,4.3,39.9,34.1,39.6
1697354815.28,11.4,13.2,855,261.6,4.3,39.9,34.1,39.6
1697354815.29,11.4,13.1,890,261.5,4.3,39.9,34.1,39.6
1697354815.3,11.4,13,914,261.5,4.4,39.8,34.1,39.6
1697354815.31,11.5,13,922,261.4,4.4,39.8,34.1,39.6
1697354815.32,11.5,12.9,950,261.5,4.4,39.8,34.1,39.6
1697354815.33,11.5,12.8,968,261.6,4.4,39.8,34.1,39.6
1697354815.34,11.5,12.7,971,261.5,4.5,39.8,34.1,39.6
1697354815.35,11.5,12.6,983,261.4,4.5,39.8,34.1,39.2
1697354815.36,11.7,12.5,1007,261.5,4.6,39.8,34.1,39.2
1697354815.37,11.7,12.5,1002,261.5,4.6,39.8,34.1,39.2
1697354815.38,11.9,12.4,985,261.4,4.5,39.8,34.1,39.2
1697354815.39,11.9,12.4,952,261.4,4.5,39.8,34.1,39.2
1697354815.4,11.9,12.4,935,261.5,4,39.8,34.1,39.2
1697354815.41,12.2,12.4,848,261.6,4,39.8,34.1,39.2
1697354815.42,12.2,12.4,838,261.6,3.8,39.8,34.1,39.2
1697354815.43,12.4,12.4,836,261.5,3.8,39.8,34.1,39.2
1697354815.44,12.4,12.4,839,261.6,3.8,39.8,34.1,39.2
1697354815.45,12.4,12.4,849,261.7,3.8,39.8,34.1,39.2
1697354815.46,12.4,12.5,875,261.5,4,39.8,34.1,39.4
1697354815.47,12.4,12.5,879,261.4,4,39.8,34.1,39.4
1697354815.48,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.49,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.5,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.51,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.52,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.53,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.54,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.55,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.56,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.57,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.58,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.59,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.6,12.4,12.5,882,261.5,4,39.8,34.1,39.4
1697354815.61,13.5,13,824,261.3,4,39.8,34.1,39.4
1697354815.62,13.8,13.2,852,261.4,4,39.8,34.1,39.4
1697354815.63,14.2,13.3,866,261.3,4.6,39.8,34.1,39.4
1697354815.64,14.8,13.6,880,261.4,4.6,39.8,34.1,39.4
1697354815.65,15.2,13.9,892,261.3,5.2,39.9,34.1,39.4
1697354815.66,15.6,14.4,924,261.1,5.2,39.9,34.1,39.6
1697354815.67,16.2,14.7,928,261.2,5.7,40,34.1,39.6
1697354815.68,16.6,15.1,933,261.1,5.7,40,34.1,39.6
1697354815.69,16.9,15.7,941,261,5.7,39.9,34.1,39.6
1697354815.7,17.2,16.1,919,261.2,6.4,39.9,34.1,39.6
1697354815.71,17.6,16.6,873,261,6.4,39.9,34.1,39.6
1697354815.72,17.9,17,854,261.1,6.1,40,34.1,39.6
