time,cpu_temp,cpu_usage,mem_usage,swap_usage,disk_usage
1697354815.15,49.66,0.52,0.33,0,0.41
1697354815.25,49.66,0.52,0.33,0,0.41
1697354815.35,49.66,0.52,0.33,0,0.41
1697354815.45,51.12,0.54,0.32,0,0.41
1697354815.55,51.12,0.54,0.32,0,0.41
1697354815.65,51.12,0.54,0.32,0,0.41
1697354815.75,51.12,0.54,0.32,0,0.41
1697354815.85,51.12,0.54,0.32,0,0.41
1697354815.95,51.12,0.54,0.32,0,0.41
1697354816.05,51.12,0.54,0.32,0,0.41
1697354816.15,51.12,0.54,0.32,0,0.41
1697354816.25,51.12,0.54,0.32,0,0.41
1697354816.35,51.12,0.54,0.32,0,0.41
1697354816.45,50.63,0.51,0.32,0,0.41
1697354816.55,50.63,0.51,0.32,0,0.41
1697354816.65,50.63,0.51,0.32,0,0.41
1697354816.75,50.63,0.51,0.32,0,0.41
1697354816.85,50.63,0.51,0.32,0,0.41
1697354816.95,50.63,0.51,0.32,0,0.41
1697354817.05,50.63,0.51,0.32,0,0.41
1697354817.15,50.63,0.51,0.32,0,0.41
1697354817.25,50.63,0.51,0.32,0,0.41
1697354817.35,50.63,0.51,0.32,0,0.41
1697354817.45,49.66,0.51,0.32,0,0.41
1697354817.55,49.66,0.51,0.32,0,0.41
1697354817.65,49.66,0.51,0.32,0,0.41
1697354817.75,49.66,0.51,0.32,0,0.41
1697354817.85,49.66,0.51,0.32,0,0.41
1697354817.95,49.66,0.51,0.32,0,0.41
1697354818.05,49.66,0.51,0.32,0,0.41
1697354818.15,49.66,0.51,0.32,0,0.41
1697354818.25,49.66,0.51,0.32,0,0.41
1697354818.35,49.66,0.51,0.32,0,0.41
1697354818.45,49.66,0.51,0.32,0,0.41
1697354818.55,49.66,0.51,0.32,0,0.41
1697354818.65,49.66,0.51,0.32,0,0.41
1697354818.75,49.66,0.51,0.32,0,0.41
1697354818.85,49.66,0.51,0.32,0,0.41
1697354818.95,49.66,0.51,0.32,0,0.41
1697354819.05,49.66,0.51,0.32,0,0.41
1697354819.15,49.66,0.51,0.32,0,0.41
1697354819.25,49.66,0.51,0.32,0,0.41
1697354819.35,49.66,0.51,0.32,0,0.41
1697354819.45,49.66,0.51,0.32,0,0.41
1697354819.55,49.66,0.51,0.32,0,0.41
1697354819.65,49.66,0.51,0.32,0,0.41
