time,torque_command,torque_feedback,motor_speed,dc_bus_voltage,dc_bus_current,control_board_temperature,hot_spot_temperature,motor_temperature
1697353635.15,0,-0.4,478,274.3,0,40.2,37.1,42.8
1697353635.16,1.9,-0.1,484,274.3,0.5,40.2,37.1,42.8
1697353635.17,3.8,0.6,490,274.3,0.5,40.2,37,42.9
1697353635.18,5.7,1.2,492,274.2,1.5,40.1,37,42.9
1697353635.19,7.4,2.9,506,274.1,1.5,40.1,37,42.9
1697353635.2,8.9,4.2,520,274,2.6,40.1,37,42.9
1697353635.21,10.5,5.1,533,273.9,2.6,40.1,37,42.9
1697353635.22,11.9,7.4,570,273.7,2.6,40.1,37,42.9
1697353635.23,13.3,8.9,595,273.6,3.9,40.1,37,42.9
1697353635.24,14.5,10.4,618,273.5,3.9,40.1,37,42.9
1697353635.25,15.5,12.3,654,273.6,5.1,40.1,37,42.9
1697353635.26,16.2,13.2,670,273.4,5.1,40.1,37,42.9
1697353635.27,16.9,15,712,273.5,6.5,40.1,37,43.1
1697353635.28,17.3,16.2,685,273.2,6.5,40.1,37,43.1
1697353635.29,17.6,17.6,580,273.5,5.7,40.1,37,43.1
1697353635.3,17.9,18.5,472,273.7,5.7,40.1,37,43.1
1697353635.31,17.9,19,400,273.6,3.4,40.1,37,43.1
1697353635.32,17.8,19.8,288,273.8,3.4,40.1,37,43.1
1697353635.33,17.6,20.2,253,273.8,2.2,40,37,43.1
1697353635.34,17.2,20.6,284,273.9,2.2,40,37,43.1
1697353635.35,16.9,20.7,321,273.9,2.5,40,37,43.1
1697353635.36,16.6,20.6,361,273.8,2.5,40,37,43.1
1697353635.37,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.38,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.39,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.4,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.41,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.42,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.43,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.44,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.45,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.46,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.47,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.48,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.49,16.2,20.5,379,273.8,2.5,40,37,43.1
1697353635.5,15.5,16.2,312,273.9,1.1,40,37,43.1
1697353635.51,15.6,16,311,273.9,1.1,40,37,43.1
1697353635.52,15.5,15.8,335,274,1.2,40,37,43.1
1697353635.53,15.5,15.7,370,273.8,1.2,40,37,43.1
1697353635.54,15.6,15.6,400,274,1.6,39.9,37,43.1
1697353635.55,15.6,15.6,430,273.9,1.6,39.9,37,43.1
1697353635.56,15.6,15.5,444,273.8,1.9,39.9,37,43.1
1697353635.57,15.9,15.5,472,273.9,1.9,39.9,37,43.1
1697353635.58,16.1,15.5,494,273.7,2.3,39.9,37,43.1
1697353635.59,16.5,15.6,527,273.8,2.3,39.9,37,42.9
1697353635.6,17.2,15.8,544,273.6,2.9,39.9,37,42.9
1697353635.61,18.3,16.2,571,273.7,2.9,39.9,37,42.9
1697353635.62,19.6,16.9,570,273.5,3.7,39.9,37,42.9
1697353635.63,21.1,17.7,543,273.6,3.7,39.9,37,42.9
1697353635.64,22.4,18.8,475,273.5,3.7,39.9,37,42.9
1697353635.65,24.1,19.9,427,273.6,3.7,39.8,37,42.9
1697353635.66,25.6,21,380,273.6,3.7,39.8,37,42.9
1697353635.67,27,22.6,356,273.5,3.4,39.9,37,42.9
1697353635.68,28.3,24,364,273.5,3.4,39.9,37,42.9
1697353635.69,29.6,24.5,372,273.5,5,39.9,37,42.8
1697353635.7,30.4,26.7,438,273.2,5,39.9,37,42.8
1697353635.71,31.1,27.6,469,273.3,6.7,39.8,37,42.8
1697353635.72,31.7,29.7,533,273.2,6.7,39.8,37,42.8
1697353635.73,32.2,30.8,548,273,7.7,39.9,37,42.8
1697353635.74,32.6,32.1,529,272.9,7.7,39.9,37,42.8
1697353635.75,33.2,33.1,488,272.8,7.1,39.8,37,42.8
1697353635.76,33.9,34,444,273,7.1,39.8,37,42.8
1697353635.77,34.6,34.5,415,273.3,5.8,39.8,37,42.8
1697353635.78,35.2,35.6,383,273.2,5.8,39.8,37,42.8
