time,cpu_temp,cpu_usage,mem_usage,swap_usage,disk_usage
1697352317.25,50.15,0.53,0.32,0,0.41
1697352317.35,50.15,0.53,0.32,0,0.41
1697352317.45,51.12,0.41,0.32,0,0.41
1697352317.55,51.12,0.41,0.32,0,0.41
1697352317.65,51.12,0.41,0.32,0,0.41
1697352317.75,51.12,0.41,0.32,0,0.41
1697352317.85,51.12,0.41,0.32,0,0.41
1697352317.95,51.12,0.41,0.32,0,0.41
1697352318.05,51.12,0.41,0.32,0,0.41
1697352318.15,51.12,0.41,0.32,0,0.41
1697352318.25,51.12,0.41,0.32,0,0.41
1697352318.35,51.12,0.41,0.32,0,0.41
1697352318.45,51.12,0.41,0.32,0,0.41
1697352318.55,50.63,0.51,0.32,0,0.41
1697352318.65,50.63,0.51,0.32,0,0.41
1697352318.75,50.63,0.51,0.32,0,0.41
1697352318.85,50.63,0.51,0.32,0,0.41
1697352318.95,50.63,0.51,0.32,0,0.41
1697352319.05,50.63,0.51,0.32,0,0.41
1697352319.15,50.63,0.51,0.32,0,0.41
1697352319.25,50.63,0.51,0.32,0,0.41
1697352319.35,50.63,0.51,0.32,0,0.41
1697352319.45,50.63,0.51,0.32,0,0.41
1697352319.55,49.66,0.51,0.32,0,0.41
1697352319.65,49.66,0.51,0.32,0,0.41
1697352319.75,49.66,0.51,0.32,0,0.41
1697352319.85,49.66,0.51,0.32,0,0.41
1697352319.95,49.66,0.51,0.32,0,0.41
1697352320.05,49.66,0.51,0.32,0,0.41
1697352320.15,49.66,0.51,0.32,0,0.41
1697352320.25,49.66,0.51,0.32,0,0.41
1697352320.35,49.66,0.51,0.32,0,0.41
1697352320.45,51.12,0.51,0.32,0,0.41
1697352320.55,51.12,0.51,0.32,0,0.41
1697352320.65,51.12,0.51,0.32,0,0.41
1697352320.75,51.12,0.51,0.32,0,0.41
1697352320.85,51.12,0.51,0.32,0,0.41
1697352320.95,51.12,0.51,0.32,0,0.41
1697352321.05,51.12,0.51,0.32,0,0.41
1697352321.15,51.12,0.51,0.32,0,0.41
1697352321.25,51.12,0.51,0.32,0,0.41
1697352321.35,51.12,0.51,0.32,0,0.41
1697352321.45,50.15,0.49,0.32,0,0.41
1697352321.55,50.15,0.49,0.32,0,0.41
1697352321.65,50.15,0.49,0.32,0,0.41
1697352321.75,50.15,0.49,0.32,0,0.41
1697352321.85,50.15,0.49,0.32,0,0.41
1697352321.95,50.15,0.49,0.32,0,0.41
1697352322.05,50.15,0.49,0.32,0,0.41
1697352322.15,50.15,0.49,0.32,0,0.41
1697352322.25,50.15,0.49,0.32,0,0.41
1697352322.35,50.15,0.49,0.32,0,0.41
1697352322.45,50.63,0.51,0.32,0,0.41
1697352322.55,50.63,0.51,0.32,0,0.41
1697352322.65,50.63,0.51,0.32,0,0.41
1697352322.75,50.63,0.51,0.32,0,0.41
1697352322.85,50.63,0.51,0.32,0,0.41
1697352322.95,50.63,0.51,0.32,0,0.41
1697352323.05,50.63,0.51,0.32,0,0.41
1697352323.15,50.63,0.51,0.32,0,0.41
1697352323.25,50.63,0.51,0.32,0,0.41
1697352323.35,50.63,0.51,0.32,0,0.41
1697352323.45,51.12,0.49,0.32,0,0.41
1697352323.55,51.12,0.49,0.32,0,0.41
1697352323.65,51.12,0.49,0.32,0,0.41
1697352323.75,51.12,0.49,0.32,0,0.41
1697352323.85,51.12,0.49,0.32,0,0.41
1697352323.95,51.12,0.49,0.32,0,0.41
1697352324.05,51.12,0.49,0.32,0,0.41
1697352324.15,51.12,0.49,0.32,0,0.41
1697352324.25,51.12,0.49,0.32,0,0.41
1697352324.35,51.12,0.49,0.32,0,0.41
1697352324.45,50.63,0.51,0.32,0,0.41
1697352324.55,50.63,0.51,0.32,0,0.41
1697352324.65,50.63,0.51,0.32,0,0.41
1697352324.75,50.63,0.51,0.32,0,0.41
1697352324.85,50.63,0.51,0.32,0,0.41
1697352324.95,50.63,0.51,0.32,0,0.41
1697352325.05,50.63,0.51,0.32,0,0.41
1697352325.15,50.63,0.51,0.32,0,0.41
1697352325.25,50.63,0.51,0.32,0,0.41
1697352325.35,50.63,0.51,0.32,0,0.41
1697352325.45,51.61,0.53,0.32,0,0.41
1697352325.55,51.61,0.53,0.32,0,0.41
1697352325.65,51.61,0.53,0.32,0,0.41
1697352325.75,51.61,0.53,0.32,0,0.41
1697352325.85,51.61,0.53,0.32,0,0.41
1697352325.95,51.61,0.53,0.32,0,0.41
1697352326.05,51.61,0.53,0.32,0,0.41
1697352326.15,51.61,0.53,0.32,0,0.41
1697352326.25,51.61,0.53,0.32,0,0.41
1697352326.35,51.61,0.53,0.32,0,0.41
1697352326.45,51.12,0.53,0.32,0,0.41
1697352326.55,51.12,0.53,0.32,0,0.41
1697352326.65,51.12,0.53,0.32,0,0.41
1697352326.75,51.12,0.53,0.32,0,0.41
1697352326.85,51.12,0.53,0.32,0,0.41
1697352326.95,51.12,0.53,0.32,0,0.41
1697352327.05,51.12,0.53,0.32,0,0.41
1697352327.15,51.12,0.53,0.32,0,0.41
1697352327.25,51.12,0.53,0.32,0,0.41
1697352327.35,51.12,0.53,0.32,0,0.41
1697352327.45,50.15,0.56,0.32,0,0.41
1697352327.55,50.15,0.56,0.32,0,0.41
1697352327.65,50.15,0.56,0.32,0,0.41
1697352327.75,50.15,0.56,0.32,0,0.41
1697352327.85,50.15,0.56,0.32,0,0.41
1697352327.95,50.15,0.56,0.32,0,0.41
1697352328.05,50.15,0.56,0.32,0,0.41
1697352328.15,50.15,0.56,0.32,0,0.41
1697352328.25,50.15,0.56,0.32,0,0.41
1697352328.35,50.15,0.56,0.32,0,0.41
1697352328.45,50.15,0.54,0.32,0,0.41
1697352328.55,50.15,0.54,0.32,0,0.41
1697352328.65,50.15,0.54,0.32,0,0.41
1697352328.75,50.15,0.54,0.32,0,0.41
