time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697354613.55,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.56,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.57,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.58,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.59,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.6,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.61,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.62,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.63,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.64,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.65,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.66,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.67,-0.09,0.74,0.83,-3.4,2.6,73.1,0.9,0.01,0.01,0.44
1697354613.68,-0.01,0.56,0.78,-2.2,1,69.6,0.85,0.01,0.01,0.52
1697354613.69,-0.06,0.49,0.94,-2,0.8,69.2,0.85,0.01,0.01,0.52
1697354613.7,-0.07,0.53,0.83,-1.8,0.7,68.8,0.85,0.01,0.01,0.53
1697354613.71,0.03,0.44,1.01,-1.5,0.7,68.2,0.84,0.01,0.01,0.53
1697354613.72,-0.04,0.44,0.98,-1.2,0.6,67.3,0.84,0.01,0.01,0.54
1697354613.73,-0.03,0.48,0.94,-1.5,0.6,66.6,0.84,0.01,0.01,0.54
1697354613.74,-0.04,0.44,1.12,-1.2,0.7,66,0.84,0.01,0.01,0.55
1697354613.75,-0.06,0.48,1.16,-0.5,1.1,65,0.83,0.01,0.01,0.55
1697354613.76,-0.01,0.48,1.16,0.2,1.3,64.1,0.83,0.01,0.01,0.56
1697354613.77,0.05,0.45,0.93,0.3,1.1,63.5,0.83,0.01,0.01,0.56
1697354613.78,0.05,0.37,1.02,-0.2,0.6,62.1,0.82,0.01,0.01,0.57
1697354613.79,0.03,0.35,0.98,-0.7,0.4,61,0.82,0.01,0.01,0.57
1697354613.8,0.08,0.35,0.87,-1.1,0,59.8,0.82,0.01,0.01,0.58
1697354613.81,-0.06,0.35,0.97,-0.6,0,58.9,0.81,0.01,0.01,0.58
1697354613.82,-0.06,0.33,1,0.8,0.2,57.4,0.81,0.01,0.01,0.59
1697354613.83,0.04,0.33,0.92,1.1,0.2,56.1,0.81,0.01,0.01,0.59
1697354613.84,0.08,0.18,0.93,-0.7,0.1,54.6,0.8,0.01,0.01,0.59
1697354613.85,0.01,0.24,1.23,-4.3,-0.2,52.8,0.8,0.01,0.01,0.6
1697354613.86,0.04,0.35,1.1,-4.3,-0.3,51.7,0.8,0.01,0.01,0.6
1697354613.87,0.07,0.51,1.03,-4.3,-0.3,51.7,0.8,0.01,0.01,0.6
1697354613.88,0.07,0.51,1.03,-1.9,-0.3,51,0.8,0.01,0.01,0.61
1697354613.89,0.07,0.26,0.9,2.8,-1.3,49.1,0.79,0.01,0.01,0.61
1697354613.9,0.07,0.13,0.83,1.1,-1.3,47.8,0.79,0.01,0.01,0.61
1697354613.91,0.09,0.11,0.91,-1.7,-1.4,46.4,0.79,0.01,0.01,0.62
1697354613.92,0.05,0.2,1.02,-1.7,-1.4,46.4,0.79,0.01,0.01,0.62
1697354613.93,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354613.94,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354613.95,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354613.96,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354613.97,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354613.98,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354613.99,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.01,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.02,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.03,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.04,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.05,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.06,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.07,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.08,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.09,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.1,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.11,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.12,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.13,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.14,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.15,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.16,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.17,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.18,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.19,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.2,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.21,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.22,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.23,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.24,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.25,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.26,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.27,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.28,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.29,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.3,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.31,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.32,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.33,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.34,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.35,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.36,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.37,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.38,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.39,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.4,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.41,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.42,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.43,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.44,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.45,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.46,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.47,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.48,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.49,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.5,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.51,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.52,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.53,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.54,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.55,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.56,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
1697354614.57,0.06,0.28,1.04,-5,-0.7,44,0.78,0.01,0.01,0.63
