time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697353720.15,0.02,0.27,0.96,0.5,2.7,44.7,0.98,0.06,-0.05,-0.16
1697353720.16,0.02,0.27,0.96,0.5,2.7,44.7,0.98,0.06,-0.05,-0.16
1697353720.17,0.09,0.22,1.02,-0.4,2,45,0.98,0.06,-0.05,-0.15
1697353720.18,0.07,0.31,1.02,-0.7,1.5,44.6,0.99,0.06,-0.05,-0.15
1697353720.19,0.09,0.29,1.01,-0.5,0.9,44.4,0.99,0.06,-0.05,-0.15
1697353720.2,0.16,0.3,0.83,-0.4,0.3,44.4,0.99,0.06,-0.05,-0.14
1697353720.21,0.06,0.26,0.92,-0.3,0.3,44.4,0.99,0.06,-0.05,-0.14
1697353720.22,0.02,0.26,0.89,-0.3,0.5,44.2,0.99,0.06,-0.05,-0.14
1697353720.23,0.02,0.23,0.91,-1.3,1.6,44.6,0.99,0.06,-0.05,-0.13
1697353720.24,-0.02,0.26,0.84,-1.3,1.6,44.6,0.99,0.06,-0.05,-0.13
1697353720.25,-0.05,0.33,1.17,0.5,3.3,45.1,0.99,0.06,-0.05,-0.13
1697353720.26,-0.05,0.33,1.17,0.5,3.3,45.1,0.99,0.07,-0.05,-0.12
1697353720.27,0.08,0.29,0.79,1.5,3.8,45.4,0.99,0.07,-0.05,-0.12
1697353720.28,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
1697353720.29,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
1697353720.3,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
1697353720.31,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
1697353720.32,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
1697353720.33,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
1697353720.34,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
1697353720.35,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
1697353720.36,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
1697353720.37,0.07,0.28,1.08,1.1,3.9,45.7,0.99,0.07,-0.05,-0.11
