time,bse,apps1,apps2,brake_micro,accelerator_micro,steer_angle,front_break_pressure,rear_break_pressure,front_left_wheel_speed,front_right_wheel_speed,rear_left_wheel_speed,rear_right_wheel_speed,front_left_suspension_travel,front_right_suspension_travel,rear_left_suspension_travel,rear_right_suspension_travel,front_left_tire_temp_1,front_left_tire_temp_2,front_left_tire_temp_3,front_left_tire_temp_4,front_right_tire_temp_1,front_right_tire_temp_2,front_right_tire_temp_3,front_right_tire_temp_4,rear_left_tire_temp_1,rear_left_tire_temp_2,rear_left_tire_temp_3,rear_left_tire_temp_4,rear_right_tire_temp_1,rear_right_tire_temp_2,rear_right_tire_temp_3,rear_right_tire_temp_4
1697353482.45,0.07,0,0,0,0,79,1.2,1.2,1.8,171.5,113.2,158.2,45.7,42.1,43.8,42.3,36.6,30.2,36,40.4,31.4,33.2,36,35,30,30,30,30,30,30,30,30
1697353482.55,0.07,0,0,0,0,66,0.9,0.9,1.8,165.6,113.2,158.2,45.4,44.2,43.8,42.3,36.4,30,32.6,39,31,32.2,35.6,34.6,30,30,30,30,30,30,30,30
1697353482.65,0.08,0,0,0,0,65,0.6,0.6,1.8,159.5,113.2,158.2,44.5,45.5,43.8,42.3,35.4,30,30,35.6,30.6,31.2,35,35,30,30,30,30,30,30,30,30
1697353482.75,0.07,0,0,0,0,65,1.2,1.2,1.8,154.1,161.4,147.4,44.3,45.5,43.9,42.3,35.4,30,30,35.6,30.6,31.2,35,35,30,30,30,30,30,30,30,30
1697353482.85,0.07,0,0,0,0,65,1.2,1.2,1.8,148.2,292.1,141,44.4,45.3,43.8,42.4,35.4,30,30,35.6,30.6,31.2,35,35,30,30,30,30,30,30,30,30
1697353482.95,0.07,0,0,0,0,65,1.2,1.2,1.8,148.2,292.1,141,44.4,45.3,43.8,42.4,35.4,30,30,35.6,30.6,31.2,35,35,30,30,30,30,30,30,30,30
1697353483.05,0.08,0,0,0,0,66,0.3,0.3,1.8,216.1,260.3,129.6,45.3,44.8,43.8,42.3,35,30,30,33.4,31,31,34.4,35.4,30,30,30,30,30,30,30,30
1697353483.15,0.07,0,0,0,0,66,1.2,1.2,1.8,130.5,259.6,123.7,45.7,44.6,43.7,42.4,35,30.2,30,33.4,30.6,31,34.4,35.4,30,30,30,30,30,30,30,30
1697353483.25,0.07,0,0,0,0,66,0.9,0.9,1.8,123.4,259.6,123.7,46.2,45.2,43.7,42.4,35,30.2,30,33.4,30.6,31,34.4,35.4,30,30,30,30,30,30,30,30
1697353483.35,0.06,0,0,0,0,66,0.9,0.9,1.8,119.7,124.6,113.4,45.5,44.9,43.6,42.4,35,30.8,30,33.4,30.8,31,34.4,35.4,30,30,30,30,30,30,30,30
1697353483.45,0.06,0,0,0,0,66,0.9,0.9,1.8,119.7,124.6,113.4,45.5,44.9,43.6,42.4,35,30.8,30,33.4,30.8,31,34.4,35.4,30,30,30,30,30,30,30,30
1697353483.55,0.07,0.21,0.21,0,1,66,0,0,1.8,108.4,746.3,103.2,45.7,46.1,43.7,42.4,35,30.8,30,33.4,30.8,31,34.4,35.4,30,30,30,30,30,30,30,30
1697353483.65,0.06,0.22,0.22,0,1,66,0.6,0.6,1.8,112.5,921,105.2,45.6,48.1,43.6,42.4,34.8,30.6,30,33.4,31,31,34.4,35.4,30,30,30,30,30,30,30,30
1697353483.75,0.06,0.24,0.25,0,1,66,0.6,0.6,1.8,113.5,243.2,107.1,45.5,48,43.7,42.1,34.8,30.6,30,33.4,31,31,34.4,35.4,30,30,30,30,30,30,30,30
1697353483.85,0.06,0.24,0.24,0,1,66,1.5,1.5,1.8,115,710,109,45.5,47.4,43.6,42.3,35.4,30,30,33.4,31,31,34.4,35.8,30,30,30,30,30,30,30,30
1697353483.95,0.06,0.24,0.24,0,1,66,1.5,1.5,1.8,115,710,109,45.5,47.4,43.6,42.3,35.4,30,30,33.4,31,31,34.4,35.8,30,30,30,30,30,30,30,30
1697353484.05,0.06,0.24,0.24,0,1,66,1.5,1.5,1.8,115,710,109,45.5,47.4,43.6,42.3,35.4,30,30,33.4,31,31,34.4,35.8,30,30,30,30,30,30,30,30
1697353484.15,0.06,0.24,0.24,0,1,66,0.6,0.6,1.8,120,710,109,45.9,47.4,43.6,42.3,36,30.2,30,33.6,31,31,34.4,35.6,30,30,30,30,30,30,30,30
1697353484.25,0.06,0.23,0.24,0,1,66,0.6,0.6,1.8,121.9,417.5,116.4,46.1,46.9,43.5,42.4,36,30.2,30,33.6,31,31,34.4,35.6,30,30,30,30,30,30,30,30
1697353484.35,0.06,0.24,0.24,0,1,66,0.6,0.6,1.8,121.9,2512.1,116.7,46.1,46.9,43.4,42.4,36,30.2,30,33.6,31,31,34.4,35.6,30,30,30,30,30,30,30,30
1697353484.45,0.06,0.24,0.24,0,1,66,1.2,1.2,1.8,124.5,2134.3,118.8,46.6,46.3,43.4,42.4,35.8,30.2,30,33.8,31,31.2,34.4,35.4,30,30,30,30,30,30,30,30
1697353484.55,0.07,0.24,0.24,0,1,66,1.2,1.2,1.8,124.7,2134.3,118.8,46.9,46.3,43.4,42.4,35.8,30.2,30,33.8,31,31.2,34.4,35.4,30,30,30,30,30,30,30,30
1697353484.65,0.07,0.24,0.24,0,1,66,1.2,1.2,1.8,124.7,2134.3,118.8,46.9,46.3,43.4,42.4,35.8,30.2,30,33.8,31,31.2,34.4,35.4,30,30,30,30,30,30,30,30
1697353484.75,0.07,0.24,0.24,0,1,66,1.2,1.2,1.8,124.7,2134.3,118.8,46.9,46.3,43.4,42.4,35.8,30,30,33.6,31,31,34.4,35.2,30,30,30,30,30,30,30,30
1697353484.85,0.06,0.26,0.26,0,1,66,0.6,0.6,1.8,131.5,436,124.2,46.7,46.9,43.3,42.3,35.8,30,30,33.6,31,31,34.4,35.2,30,30,30,30,30,30,30,30
1697353484.95,0.06,0.23,0.24,0,1,66,0.6,0.6,1.8,133.1,350.9,126.7,46.3,47,43.3,42.3,35.6,30,30,33.8,31,30.8,34.4,35.2,30,30,30,30,30,30,30,30
1697353485.05,0.06,0.18,0.19,0,1,66,0.6,0.6,1.8,134.8,2379.6,128.3,45.3,47.6,43.4,42.2,35.6,30,30,33.8,31,30.8,34.4,35.2,30,30,30,30,30,30,30,30
1697353485.15,0.06,0.18,0.19,0,1,66,0.6,0.6,1.8,134.8,2379.6,128.3,45.3,47.6,43.4,42.2,35.6,30,30,33.8,31,30.8,34.4,35.2,30,30,30,30,30,30,30,30
1697353485.25,0.06,0.18,0.19,0,1,66,0.6,0.6,1.8,132.2,2379.6,128.3,44.9,47.2,43.4,42.2,35,30,30,34,31.4,30.6,34,35,30,30,30,30,30,30,30,30
1697353485.35,0.06,0.1,0.11,0,1,66,0,0,1.8,124.5,-995,120.9,44,47.4,43.5,42.2,35,30,30,34,31.4,30.6,34,35,30,30,30,30,30,30,30,30
1697353485.45,0.07,0.25,0.25,0,1,66,0,0,1.8,126.7,316.1,121.5,44.8,49.2,43.6,42.3,35,30,30,33.4,30.6,30.4,34,34.8,30,30,30,30,30,30,30,30
1697353485.55,0.05,0.27,0.28,0,1,67,0.9,0.9,1.8,129.7,144.9,122.9,45,48.3,43.5,42.2,35,30,30,33.4,30.6,30.4,34,34.8,30,30,30,30,30,30,30,30
1697353485.65,0.05,0.27,0.28,0,1,67,0.9,0.9,1.8,129.7,804.6,124.5,45,48.3,43.6,42.2,35,30,30,33.4,30.6,30.4,34,34.8,30,30,30,30,30,30,30,30
1697353485.75,0.05,0.27,0.28,0,1,67,0.9,0.9,1.8,129.7,804.6,124.5,45,48.3,43.6,42.2,35,30,30,33.4,30.6,30.4,34,34.8,30,30,30,30,30,30,30,30
1697353485.85,0.05,0.35,0.36,0,1,67,0,0,1.8,145.4,306.9,138.4,46.8,48.1,43.5,42.2,35.2,30,30,34.4,30,30.4,34,34.4,30,30,30,30,30,30,30,30
1697353485.95,0.06,0.36,0.36,0,1,66,0.3,0.3,1.8,147.9,175.2,144.2,47,48.1,43.3,42.2,35.2,30,30,34.4,30,30.4,34,34.4,30,30,30,30,30,30,30,30
1697353486.05,0.05,0.37,0.38,0,1,66,0.9,0.9,1.8,152.8,186.1,146.9,47.1,47.9,43.4,42.1,35.2,30,30,34.4,30,30.4,34,34.4,30,30,30,30,30,30,30,30
1697353486.15,0.05,0.37,0.38,0,1,66,0.9,0.9,1.8,152.8,186.1,146.9,47.1,47.9,43.4,42.1,35.2,30,30,34.4,30,30.4,34,34.4,30,30,30,30,30,30,30,30
1697353486.25,0.05,0.42,0.42,0,1,108,0.6,0.6,1.8,154.8,186.1,146.9,45.7,48.3,43.4,42.1,34.4,30,30,36.6,30,30.6,35,34.2,30,30,30,30,30,30,30,30
1697353486.35,0.05,0.4,0.42,0,1,119,0,0,1.8,152.4,1878.8,153.6,44.8,49.1,42.9,42.3,34.8,30,36.2,38.8,30,32.2,35,33.8,30,30,30,30,30,30,30,30
1697353486.45,0.05,0.4,0.42,0,1,119,0,0,1.8,152.4,480.5,158.3,44.8,49.1,42.8,42.3,34.8,30,36.2,38.8,30,32.2,35,33.8,30,30,30,30,30,30,30,30
1697353486.55,0.04,0.39,0.4,0,1,119,1.2,1.2,1.8,157.3,273.6,160.2,44,48.8,42.8,42.3,34.8,30,36.2,38.8,30,32.2,35,33.8,30,30,30,30,30,30,30,30
1697353486.65,0.05,0.4,0.41,0,1,120,0.6,0.6,1.8,157.2,273.6,160.2,43.3,48.8,42.8,42.3,35.4,30.8,39.8,40.4,31,33.8,35,32.8,30,30,30,30,30,30,30,30
1697353486.75,0.05,0.4,0.41,0,1,120,0.6,0.6,1.8,157.2,273.6,160.2,43.3,48.8,42.8,42.3,35.4,30.8,39.8,40.4,31,33.8,35,32.8,30,30,30,30,30,30,30,30
1697353486.85,0.05,0.4,0.41,0,1,120,0.6,0.6,1.8,157.2,273.6,160.2,43.3,48.8,42.8,42.3,35.4,30.8,39.8,40.4,31,33.8,35,32.8,30,30,30,30,30,30,30,30
1697353486.95,0.05,0.4,0.41,0,1,120,0.6,0.6,1.8,157.2,273.6,160.2,43.3,48.8,42.8,42.3,35.4,30.8,39.8,40.4,31,33.8,35,32.8,30,30,30,30,30,30,30,30
