time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697353482.45,-0.18,0.46,0.92,-0.8,1,49.6,0.86,0.07,-0.01,-0.5
1697353482.46,-0.18,0.46,0.92,-0.8,1,49.6,0.86,0.07,-0.01,-0.5
1697353482.47,-0.18,0.46,0.92,-0.8,1,49.6,0.86,0.07,-0.01,-0.5
1697353482.48,-0.18,0.46,0.92,-0.8,1,49.6,0.86,0.07,-0.01,-0.5
1697353482.49,-0.18,0.46,0.92,-0.8,1,49.6,0.86,0.07,-0.01,-0.5
1697353482.5,-0.18,0.46,0.92,-0.8,1,49.6,0.86,0.07,-0.01,-0.5
1697353482.51,-0.18,0.46,0.92,-0.8,1,49.6,0.89,0.07,-0.01,-0.45
1697353482.52,-0.19,0.39,1.1,-0.1,0.4,54.3,0.89,0.07,-0.01,-0.45
1697353482.53,-0.14,0.42,0.86,-0.2,1,54.4,0.9,0.07,-0.01,-0.44
1697353482.54,-0.17,0.38,1.01,-0.3,1.2,54.4,0.9,0.07,-0.01,-0.43
1697353482.55,-0.21,0.36,1.07,-0.5,1.3,54.4,0.9,0.07,-0.01,-0.43
1697353482.56,-0.13,0.36,0.96,-0.9,1.3,54.1,0.9,0.07,-0.01,-0.43
1697353482.57,-0.11,0.39,1.06,-0.7,1.1,53.8,0.91,0.07,-0.01,-0.42
1697353482.58,-0.15,0.38,1.09,-0.7,0.5,53.5,0.91,0.07,-0.01,-0.42
1697353482.59,-0.12,0.36,1.11,-0.6,0,53.2,0.91,0.07,-0.01,-0.41
1697353482.6,-0.13,0.34,0.94,-0.6,-0.5,52.9,0.91,0.07,-0.01,-0.41
1697353482.61,-0.2,0.27,0.92,-1.3,-0.9,52.4,0.91,0.07,-0.01,-0.4
1697353482.62,-0.17,0.35,0.92,-2.7,-0.7,52.1,0.92,0.07,-0.01,-0.4
1697353482.63,-0.21,0.4,1.08,-2.7,-0.7,52.1,0.92,0.07,-0.01,-0.4
1697353482.64,-0.18,0.4,1.17,-3.5,0,51.9,0.92,0.06,-0.01,-0.39
1697353482.65,-0.13,0.41,0.98,-1.7,0.2,51.7,0.92,0.06,-0.01,-0.39
1697353482.66,-0.17,0.32,0.95,0.2,0.3,51.5,0.92,0.06,-0.01,-0.39
1697353482.67,-0.16,0.27,1.17,1.4,0.4,51.3,0.92,0.06,-0.01,-0.38
1697353482.68,-0.16,0.27,1.17,1.4,0.4,51.3,0.92,0.06,-0.01,-0.38
1697353482.69,-0.2,0.24,0.96,1.1,0.1,51,0.93,0.06,-0.01,-0.37
1697353482.7,-0.16,0.29,0.97,0.2,0,51,0.93,0.06,-0.01,-0.37
1697353482.71,-0.1,0.32,0.95,-0.4,0,51,0.93,0.06,-0.01,-0.36
1697353482.72,-0.15,0.32,1.03,-0.2,0,51,0.93,0.06,-0.01,-0.36
1697353482.73,-0.13,0.3,0.98,0.1,0,51,0.93,0.06,-0.02,-0.36
1697353482.74,-0.16,0.28,1.01,0.8,0,50.7,0.93,0.06,-0.02,-0.35
1697353482.75,-0.17,0.24,1.05,0.8,0,50.6,0.94,0.06,-0.02,-0.35
1697353482.76,-0.17,0.32,1.03,0,0.1,49.9,0.94,0.06,-0.02,-0.34
1697353482.77,-0.13,0.31,0.96,0.1,-0.3,49.6,0.94,0.06,-0.02,-0.34
1697353482.78,-0.12,0.32,0.94,0,-0.4,49.3,0.94,0.07,-0.02,-0.33
1697353482.79,-0.12,0.3,1,0.1,-0.4,48.9,0.94,0.07,-0.02,-0.33
1697353482.8,-0.11,0.32,1.01,0,-0.3,48.6,0.94,0.07,-0.02,-0.33
1697353482.81,-0.18,0.24,0.94,-0.5,-0.6,48.1,0.94,0.07,-0.02,-0.32
