time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697352690.75,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.76,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.77,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.78,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.79,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.8,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.81,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.82,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.83,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.84,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.85,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.86,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.87,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.88,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.89,-0.16,0.74,1.04,2.2,4.8,70,0.83,0.03,-0.01,-0.55
1697352690.9,-0.04,0.55,1.02,-3.5,2.9,69.8,0.92,0.02,-0.02,-0.39
1697352690.91,0.01,0.48,1.02,-3.8,3.2,69.3,0.92,0.02,-0.02,-0.38
1697352690.92,0.16,0.45,0.74,-3.7,3.5,68.2,0.93,0.02,-0.02,-0.38
1697352690.93,0.12,0.32,0.93,-4,3,66,0.93,0.02,-0.02,-0.37
1697352690.94,0.14,0.22,0.98,-3.7,2.4,62.9,0.93,0.02,-0.02,-0.37
