time,bse,apps1,apps2,brake_micro,accelerator_micro,steer_angle,front_break_pressure,rear_break_pressure,front_left_wheel_speed,front_right_wheel_speed,rear_left_wheel_speed,rear_right_wheel_speed,front_left_suspension_travel,front_right_suspension_travel,rear_left_suspension_travel,rear_right_suspension_travel,front_left_tire_temp_1,front_left_tire_temp_2,front_left_tire_temp_3,front_left_tire_temp_4,front_right_tire_temp_1,front_right_tire_temp_2,front_right_tire_temp_3,front_right_tire_temp_4,rear_left_tire_temp_1,rear_left_tire_temp_2,rear_left_tire_temp_3,rear_left_tire_temp_4,rear_right_tire_temp_1,rear_right_tire_temp_2,rear_right_tire_temp_3,rear_right_tire_temp_4
1697353075.05,0.07,0,0.01,0,0,73,0.9,0.9,66.5,197.3,157,196.5,46.7,42.5,43.7,42.2,35.4,30,32.4,38.4,30,30.4,33.8,33.4,30,30,30,30,30,30,30,30
1697353075.15,0.06,0.01,0.01,0,0,66,0.9,0.9,66.5,192.3,157,196.5,46.6,42.3,43.7,42.2,35.4,30,32.4,38.4,30,30.4,33.8,33.4,30,30,30,30,30,30,30,30
1697353075.25,0.06,0,0,0,0,66,0.9,0.9,66.5,188.7,204.2,176.3,46.6,42.7,43.8,42,35.4,30,30,36.6,30,30,33,33.2,30,30,30,30,30,30,30,30
1697353075.35,0.06,0.05,0.06,0,0,66,0.9,0.9,66.5,286.7,461.1,172.7,45.3,44.8,43.8,42.1,35.4,30,30,36.6,30,30,33,33.2,30,30,30,30,30,30,30,30
1697353075.45,0.06,0.05,0.06,0,0,66,0.9,0.9,66.5,286.7,461.1,172.7,45.3,44.8,43.8,42.1,35.4,30,30,36.6,30,30,33,33.2,30,30,30,30,30,30,30,30
1697353075.55,0.06,0.11,0.12,0,0,66,0,0,66.5,180,667.7,168.1,45.9,45.8,43.9,42,35,30,30,33.8,30,30,32.4,33.4,30,30,30,30,30,30,30,30
1697353075.65,0.06,0.1,0.1,0,0,66,0.6,0.6,66.5,2587.4,370,164.9,45.9,45,43.8,42,34.8,30,30,33.2,30,30,32.2,33.6,30,30,30,30,30,30,30,30
1697353075.75,0.05,0.08,0.08,0,0,66,0.6,0.6,66.5,171.4,1430.9,162.3,46.3,45.6,43.7,42.2,34.8,30,30,33.2,30,30,32.2,33.6,30,30,30,30,30,30,30,30
1697353075.85,0.07,0.11,0.11,0,0,66,0.6,0.6,66.5,165.7,1430.9,162.3,46.5,44.9,43.7,42.2,34.8,30,30,33.2,30,30,32.2,33.6,30,30,30,30,30,30,30,30
1697353075.95,0.07,0.11,0.11,0,0,66,0.6,0.6,66.5,165.7,1430.9,162.3,46.5,44.9,43.7,42.2,34.8,30,30,33.2,30,30,32.2,33.6,30,30,30,30,30,30,30,30
