time,torque_command,torque_feedback,motor_speed,dc_bus_voltage,dc_bus_current,control_board_temperature,hot_spot_temperature,motor_temperature
1697353075.05,0,0,697,280.1,0,39.1,35,40.4
1697353075.06,0,0,696,279.9,0,39.1,35,40.4
1697353075.07,0,0,694,280,0,39.1,35,40.4
1697353075.08,0,0,699,280,0,39.1,35,40.4
1697353075.09,0,0,702,280.1,0,39.1,35,40.4
1697353075.1,0,0,710,280,0,39.1,35,40.4
1697353075.11,0,0,705,280.1,0,39.1,35,40.4
1697353075.12,0,0,701,280.1,0,39.1,35,40
1697353075.13,0,0,701,279.9,0,39.1,35,40
1697353075.14,0,0,707,280,0,39.1,35,40
1697353075.15,0,0,696,280.1,0,39.1,35,40
1697353075.16,0,0,690,279.9,0,39.2,35,40
1697353075.17,1.2,0,691,279.9,0,39.2,35,40
1697353075.18,1.4,0.3,696,280,0.3,39.2,35,40
1697353075.19,1.2,0.5,694,280,0.3,39.2,35,40
1697353075.2,1.2,0.7,686,280,0.4,39.1,35,40
1697353075.21,1.4,0.9,680,279.9,0.4,39.1,35,40
1697353075.22,1.4,1,690,279.9,0.5,39.1,35,40
1697353075.23,1.4,1.2,684,280,0.5,39.1,35,40.4
1697353075.24,1.4,1.3,676,280,0.5,39.1,35,40.4
1697353075.25,1.2,1.3,671,280,0.5,39.1,35,40.4
1697353075.26,0,1.3,673,280.1,0.4,39.1,35,40.4
1697353075.27,0,1.1,669,280,0.4,39.1,35,40.4
1697353075.28,0,1,660,280,0,39,35,40.4
1697353075.29,0,0.8,648,280.1,0,39,35,40.4
1697353075.3,0,0.7,641,280,0,39,35,40.4
1697353075.31,0,0.5,639,279.9,0,39,35,40.4
1697353075.32,0,0.5,635,280.1,0,39,35,40.4
1697353075.33,0,0.3,619,280,0,39,35,40
1697353075.34,0,0.2,612,280.1,0,39,35,40
1697353075.35,0,0.1,614,280,0,39,35,40
1697353075.36,1.2,0.1,617,279.9,0.1,39,35,40
1697353075.37,1.9,0.3,620,279.9,0.1,39,35,40
1697353075.38,2.5,0.7,617,280,0.1,39,35,40
1697353075.39,3.7,1,622,280,0.6,39,35,40
1697353075.4,4.9,1.6,636,280,0.6,39,35,40
1697353075.41,4.9,1.8,640,279.8,1.5,39,35,40
1697353075.42,7.7,3.3,665,279.7,1.5,39,35,40
1697353075.43,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.44,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.45,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.46,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.47,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.48,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.49,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.5,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.51,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.52,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.53,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.54,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.55,7.7,3.6,668,279.7,2.5,39,35,40
1697353075.56,17.3,19.9,414,279.4,2.5,39,35,40
1697353075.57,17.3,20,409,279.2,2.5,39,35,40
1697353075.58,16.9,20.3,454,279.3,3.5,39,35,40
1697353075.59,16.6,20.3,494,279.4,3.5,39,35,40
1697353075.6,16.1,20.2,539,279.1,3.8,39,35,40
1697353075.61,15.9,20,570,279.2,3.8,39,35,40
1697353075.62,15.9,19.8,602,279.1,3.9,39,35,40
1697353075.63,15.2,19.3,650,279.3,3.9,39,35,38.9
1697353075.64,15.2,19.2,660,279.4,3.8,39,35,38.9
1697353075.65,14.4,18.3,712,279.2,3.8,39,35,38.9
1697353075.66,14.4,17.8,733,279.2,3.6,39,35,38.9
1697353075.67,13.8,17.3,753,279.3,3.6,39,35,38.9
