time,torque_command,torque_feedback,motor_speed,dc_bus_voltage,dc_bus_current,control_board_temperature,hot_spot_temperature,motor_temperature
1697354499.25,18.9,18.8,436,269.4,2.6,39.2,34.6,39.9
1697354499.26,18.9,18.9,422,269.4,2.4,39.3,34.6,39.9
1697354499.27,19.3,19,416,269.3,2.4,39.3,34.6,39.9
1697354499.28,19.3,19.1,409,269.3,2.3,39.2,34.6,39.9
1697354499.29,19.6,19.2,419,269.3,2.3,39.2,34.6,39.9
1697354499.3,19.7,19.3,432,269.3,2.6,39.3,34.6,39.9
1697354499.31,19.7,19.5,453,269.3,2.6,39.3,34.6,40.7
1697354499.32,19.7,19.6,467,269.2,2.9,39.3,34.6,40.7
1697354499.33,20,19.8,471,269.2,2.9,39.3,34.6,40.7
1697354499.34,20,19.9,464,269.2,2.9,39.4,34.6,40.7
1697354499.35,20,20,448,269.4,2.9,39.4,34.6,40.7
1697354499.36,20,20.1,434,269.3,2.8,39.4,34.6,40.7
1697354499.37,20,20.2,420,269.4,2.8,39.4,34.6,40.7
1697354499.38,20,20.2,416,269.2,2.6,39.3,34.6,40.7
1697354499.39,20,20.2,413,269.3,2.6,39.3,34.6,40.7
1697354499.4,20,20.2,414,269.3,2.5,39.3,34.6,40.7
1697354499.41,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.42,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.43,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.44,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.45,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.46,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.47,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.48,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.49,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.5,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.51,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.52,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.53,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.54,20,20.2,418,269.4,2.5,39.3,34.6,40.7
1697354499.55,20.9,20.6,440,269.3,2.7,39.1,34.6,40.7
1697354499.56,21.3,20.7,438,269.3,2.7,39.1,34.6,40.7
1697354499.57,21.4,20.9,437,269.3,2.8,39.1,34.6,40.7
1697354499.58,21.4,21.1,431,269.2,2.8,39.1,34.6,40.7
1697354499.59,21.6,21.2,423,269.2,2.8,39.1,34.6,40.7
1697354499.6,21.6,21.3,417,269.4,2.7,39.1,34.6,40.7
1697354499.61,21.6,21.4,412,269.3,2.7,39.1,34.6,40.3
1697354499.62,21.6,21.6,405,269.3,2.7,39.1,34.6,40.3
1697354499.63,21.6,21.6,404,269.3,2.7,39.1,34.6,40.3
1697354499.64,21.6,21.7,407,269.3,2.8,39.1,34.6,40.3
1697354499.65,21.6,21.8,415,269.3,2.8,39.1,34.6,40.3
1697354499.66,21.6,21.8,425,269.5,2.7,39.2,34.6,40.3
1697354499.67,21.6,21.8,429,269.2,2.7,39.2,34.6,40.3
1697354499.68,21.6,21.9,429,269.2,2.7,39.1,34.6,40.3
1697354499.69,21.7,21.9,427,269.2,2.7,39.1,34.6,40.3
1697354499.7,21.7,21.9,411,269.3,2.6,39.1,34.6,40.3
1697354499.71,21.7,21.9,408,269.3,2.6,39.1,34.6,40
1697354499.72,21.8,21.9,404,269.4,2.7,39.1,34.6,40
1697354499.73,22,22,404,269.2,2.7,39.1,34.6,40
1697354499.74,22.1,22,411,269.3,2.6,39,34.6,40
