time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697354499.25,0.11,0.22,0.98,0.3,-0.1,40.7,0.92,0.02,-0.03,-0.39
1697354499.26,-0.01,0.12,0.95,0,-0.6,40.4,0.92,0.02,-0.03,-0.39
1697354499.27,-0.02,0.2,1.01,-0.2,-0.9,39.8,0.92,0.02,-0.03,-0.38
1697354499.28,-0.08,0.21,1.08,-1.4,-1.1,39.5,0.92,0.02,-0.03,-0.38
1697354499.29,-0.06,0.21,0.81,-2,-0.9,39.6,0.93,0.02,-0.03,-0.38
1697354499.3,-0.11,0.26,1.21,-2.1,-0.6,39.6,0.93,0.02,-0.03,-0.37
1697354499.31,-0.07,0.26,1.04,-1.8,-0.2,39.8,0.93,0.02,-0.03,-0.37
1697354499.32,-0.06,0.24,0.94,-1.2,0,40.1,0.93,0.02,-0.03,-0.37
1697354499.33,-0.07,0.22,1.19,-0.2,0,40.1,0.93,0.02,-0.03,-0.36
1697354499.34,-0.07,0.22,1.19,-0.2,0,40.1,0.93,0.02,-0.03,-0.36
1697354499.35,-0.01,0.19,0.94,-0.4,-0.1,39.7,0.93,0.02,-0.03,-0.36
1697354499.36,-0.01,0.19,0.94,-0.4,-0.1,39.7,0.93,0.02,-0.03,-0.35
1697354499.37,0.03,0.21,0.86,-1,-0.8,38.7,0.94,0.02,-0.03,-0.35
1697354499.38,0.03,0.21,0.86,-1,-0.8,38.7,0.94,0.02,-0.03,-0.35
1697354499.39,-0.01,0.26,0.98,-1.1,-0.9,38.7,0.94,0.02,-0.03,-0.34
1697354499.4,-0.01,0.24,0.91,-0.1,-1.1,38.7,0.94,0.02,-0.03,-0.34
1697354499.41,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.42,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.43,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.44,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.45,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.46,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.47,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.48,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.49,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.5,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.51,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.52,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.53,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.54,-0.01,0.24,0.91,0.6,-1,38.7,0.94,0.02,-0.03,-0.34
1697354499.55,-0.02,0.18,0.96,-0.7,0.4,38.8,0.96,0.02,-0.03,-0.29
1697354499.56,-0.01,0.23,0.89,-0.6,0.3,38.7,0.96,0.02,-0.03,-0.29
1697354499.57,-0.03,0.21,1.1,-0.1,0.1,38.8,0.96,0.02,-0.03,-0.29
1697354499.58,0,0.21,0.95,0.4,-0.1,38.9,0.96,0.02,-0.03,-0.28
1697354499.59,0.02,0.17,1.01,1.1,-0.4,38.6,0.96,0.02,-0.03,-0.28
1697354499.6,0.01,0.19,1.09,1.4,-0.6,38.5,0.96,0.02,-0.03,-0.28
1697354499.61,0.01,0.14,1.12,0.7,-0.9,38.4,0.96,0.02,-0.03,-0.27
1697354499.62,-0.01,0.19,1,0,-0.5,38.5,0.96,0.02,-0.03,-0.27
1697354499.63,-0.07,0.19,0.98,-0.4,-0.3,38.6,0.96,0.02,-0.03,-0.27
1697354499.64,-0.07,0.25,0.99,-0.1,-0.1,38.7,0.96,0.02,-0.03,-0.26
1697354499.65,-0.03,0.23,0.98,0.5,0.3,38.7,0.96,0.02,-0.03,-0.26
1697354499.66,-0.06,0.18,1.09,0.7,0.7,38.9,0.97,0.02,-0.03,-0.26
1697354499.67,-0.01,0.21,0.89,0.3,1,38.9,0.97,0.02,-0.03,-0.25
1697354499.68,-0.01,0.19,0.96,0.4,1.3,39,0.97,0.02,-0.03,-0.25
1697354499.69,-0.02,0.19,1,0,1,38.8,0.97,0.02,-0.03,-0.25
1697354499.7,0.03,0.19,1.03,0,1,38.8,0.97,0.02,-0.03,-0.24
1697354499.71,0.03,0.19,1.03,0.2,0.9,38.6,0.97,0.02,-0.03,-0.24
1697354499.72,-0.03,0.21,1.05,0.1,0.7,38.5,0.97,0.02,-0.03,-0.24
1697354499.73,0.01,0.22,0.87,0.2,0.2,38.2,0.97,0.02,-0.03,-0.23
1697354499.74,0.01,0.22,0.87,0.6,0,38.2,0.97,0.02,-0.03,-0.23
1697354499.75,-0.06,0.18,1.11,0.6,-0.2,38.1,0.97,0.02,-0.03,-0.23
1697354499.76,-0.02,0.17,1.01,0.3,-0.2,38,0.97,0.02,-0.03,-0.22
1697354499.77,-0.04,0.19,1.07,0,-0.3,38.1,0.97,0.02,-0.03,-0.22
1697354499.78,-0,0.2,0.82,-0.6,-0.2,38,0.98,0.02,-0.03,-0.22
1697354499.79,-0.09,0.19,1.1,-0.7,-0.1,38,0.98,0.02,-0.03,-0.21
1697354499.8,0.02,0.14,0.97,-0.7,-0.1,37.8,0.98,0.02,-0.03,-0.21
1697354499.81,0.03,0.16,0.93,-0.5,0,37.8,0.98,0.02,-0.03,-0.21
1697354499.82,-0.03,0.16,1.08,-0.8,0.1,37.6,0.98,0.02,-0.03,-0.2
1697354499.83,0,0.17,0.93,-0.8,0.6,37.5,0.98,0.02,-0.03,-0.2
1697354499.84,-0.01,0.16,1.05,-0.4,0.8,37.5,0.98,0.02,-0.03,-0.2
1697354499.85,0.02,0.13,0.85,-0.2,0.8,37.5,0.98,0.02,-0.03,-0.19
1697354499.86,-0.04,0.19,1.17,0.1,1.1,37.5,0.98,0.02,-0.03,-0.19
1697354499.87,-0,0.14,0.89,0.6,1.4,37.6,0.98,0.02,-0.03,-0.19
1697354499.88,-0.05,0.17,1.06,0.5,1.6,37.6,0.98,0.02,-0.03,-0.18
1697354499.89,0,0.21,0.93,0,1.5,37.7,0.98,0.02,-0.03,-0.18
1697354499.9,0.01,0.19,0.92,0.5,1.4,37.6,0.98,0.02,-0.03,-0.18
1697354499.91,-0.02,0.18,0.99,0.6,1.3,37.5,0.98,0.02,-0.03,-0.18
1697354499.92,0.03,0.17,0.99,0,1.2,37.6,0.98,0.02,-0.03,-0.17
1697354499.93,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354499.94,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354499.95,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354499.96,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354499.97,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354499.98,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354499.99,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354500,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354500.01,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354500.02,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354500.03,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354500.04,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354500.05,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354500.06,0.06,0.22,0.9,-0.6,0.9,37.3,0.98,0.02,-0.03,-0.17
1697354500.07,-0.01,0.12,1.11,-0.7,2.2,37.5,0.99,0.02,-0.03,-0.13
1697354500.08,0.03,0.18,0.87,-0.8,2.4,37.3,0.99,0.02,-0.03,-0.12
1697354500.09,-0.05,0.18,1,-0.1,2.7,37.3,0.99,0.02,-0.03,-0.12
1697354500.1,0.02,0.16,0.85,0.2,2.8,37.2,0.99,0.02,-0.03,-0.12
1697354500.11,-0,0.18,1.03,1,2.9,36.7,0.99,0.02,-0.03,-0.11
1697354500.12,0.01,0.13,1.11,0.9,2.9,36.5,0.99,0.02,-0.03,-0.11
1697354500.13,0.06,0.09,0.87,0.9,2.9,36.5,0.99,0.02,-0.03,-0.11
1697354500.14,0.01,0.21,1.03,-0.4,2.6,35.9,0.99,0.02,-0.03,-0.1
1697354500.15,0.04,0.18,0.91,-0.8,2.4,35.9,0.99,0.02,-0.03,-0.1
1697354500.16,0.04,0.18,0.91,-0.8,2.4,35.9,0.99,0.02,-0.03,-0.1
1697354500.17,0.01,0.15,0.96,0.6,2.1,36,0.99,0.02,-0.03,-0.09
1697354500.18,0.01,0.15,0.96,0.6,2.1,36,1,0.02,-0.03,-0.09
1697354500.19,-0.01,0.16,1.02,0.5,2.2,36.2,1,0.02,-0.03,-0.09
1697354500.2,-0.06,0.16,1.13,0.3,2.3,36.5,1,0.02,-0.03,-0.08
1697354500.21,-0,0.16,0.93,-0.1,2.7,36.9,1,0.02,-0.03,-0.08
1697354500.22,-0,0.16,0.93,-0.1,2.7,36.9,1,0.02,-0.02,-0.08
1697354500.23,0.01,0.17,1.06,0,2.9,37.1,1,0.02,-0.02,-0.07
1697354500.24,-0.02,0.15,1.19,0.4,2.9,37.1,1,0.02,-0.02,-0.07
1697354500.25,0.01,0.15,1.07,0.4,2.9,37.1,1,0.02,-0.02,-0.07
1697354500.26,0.01,0.15,1.07,0.3,2.8,36.8,1,0.02,-0.02,-0.06
1697354500.27,-0.01,0.17,0.97,-0.7,2.8,36.5,1,0.02,-0.02,-0.06
1697354500.28,-0.01,0.17,0.97,-0.7,2.8,36.5,1,0.02,-0.02,-0.06
1697354500.29,-0.01,0.2,0.97,-1.1,3,36.4,1,0.02,-0.02,-0.06
1697354500.3,-0.01,0.16,1.05,-0.8,3.2,36.5,1,0.02,-0.02,-0.05
1697354500.31,-0.01,0.17,1.07,-0.7,3,36.5,1,0.02,-0.02,-0.05
1697354500.32,-0.01,0.14,0.96,-0.7,3.3,36.5,1,0.02,-0.02,-0.05
1697354500.33,-0.03,0.14,1.01,-0.4,3.1,36.7,1,0.02,-0.02,-0.04
1697354500.34,0.01,0.17,1,-0.2,2.8,36.6,1,0.02,-0.02,-0.04
1697354500.35,0.05,0.14,0.86,0.1,2.4,36.6,1,0.03,-0.02,-0.04
1697354500.36,0.04,0.12,0.95,0,2.1,36.4,1,0.03,-0.02,-0.03
1697354500.37,0.01,0.13,1.02,-0.4,1.8,36.4,1,0.03,-0.02,-0.03
1697354500.38,-0.04,0.14,1.17,-0.5,1.8,36.5,1,0.03,-0.02,-0.03
1697354500.39,0.01,0.14,1.04,-0.6,1.6,36.5,1,0.03,-0.02,-0.02
1697354500.4,0.02,0.2,1.05,-0.5,1.6,36.4,1,0.03,-0.02,-0.02
1697354500.41,-0.01,0.18,0.91,-0.3,1.8,36.5,1,0.03,-0.02,-0.02
1697354500.42,-0.06,0.15,1.13,0.1,1.9,36.5,1,0.03,-0.02,-0.02
1697354500.43,0.01,0.14,0.89,0.5,2.1,36.4,1,0.03,-0.02,-0.01
1697354500.44,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.45,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.46,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.47,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.48,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.49,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.5,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.51,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.52,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.53,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.54,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.55,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.56,-0.03,0.11,1.06,0,2.1,36.3,1,0.03,-0.02,-0.01
1697354500.57,-0.01,0.16,0.97,0.7,2,37,1,0.03,-0.02,0.03
