time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697352766.45,0.06,0.31,1.01,-3.3,-3,49.3,0.71,0.05,-0.01,0.7
1697352766.46,0.07,0.39,0.98,-3.7,-1.9,45.2,0.71,0.05,-0.01,0.7
1697352766.47,0.07,0.39,0.98,-3.7,-1.9,45.2,0.71,0.05,-0.01,0.7
1697352766.48,0.09,0.45,1,-1,-0.6,43.5,0.7,0.05,-0.01,0.71
1697352766.49,0.1,0.29,0.9,1.4,0.4,42.1,0.7,0.05,-0.01,0.71
1697352766.5,0.09,0.16,1.01,1.4,0.4,42.1,0.7,0.05,-0.01,0.71
1697352766.51,0.09,0.16,1.01,1.9,1.4,40.8,0.7,0.05,-0.01,0.72
1697352766.52,0.12,0.2,0.98,-3.7,1.4,37.3,0.69,0.05,-0.01,0.72
1697352766.53,0.12,0.2,0.98,-3.7,1.4,37.3,0.69,0.05,-0.01,0.72
1697352766.54,0.08,0.3,1.14,-3.8,1,36.3,0.69,0.05,-0.01,0.72
1697352766.55,0.04,0.35,1.01,-0.7,1.1,35.1,0.69,0.05,-0.01,0.73
1697352766.56,0.18,0.32,1.07,2.6,0.9,34,0.68,0.05,-0.01,0.73
1697352766.57,0.14,0.18,1.06,3.3,0.6,32.8,0.68,0.05,-0.01,0.73
1697352766.58,0.17,0.04,0.89,1.3,0.6,31.4,0.68,0.05,-0.01,0.73
1697352766.59,0.13,0.03,1.05,-1.1,0.2,30,0.68,0.05,-0.01,0.73
1697352766.6,0.1,0.09,0.88,-3.2,0.1,28.7,0.68,0.05,-0.01,0.74
1697352766.61,0.1,0.18,0.97,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.62,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.63,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.64,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.65,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.66,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.67,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.68,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.69,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.7,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.71,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.72,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.73,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.74,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.75,0.06,0.31,0.89,-2.9,0.3,27.6,0.67,0.05,-0.01,0.74
1697352766.76,0.06,0.18,1.05,-1.2,-2.1,17.8,0.65,0.05,-0.01,0.76
1697352766.77,0.08,0.08,0.98,-0.4,-1.3,16.8,0.65,0.05,-0.01,0.76
1697352766.78,0.08,0.08,0.98,-0.4,-1.3,16.8,0.65,0.05,-0.01,0.76
1697352766.79,0.04,0.07,0.86,-0.2,0,16.1,0.65,0.05,-0.01,0.76
1697352766.8,0.04,0.07,0.86,-0.2,0,16.1,0.65,0.05,-0.01,0.76
1697352766.81,0.04,0.01,0.96,0.1,2.1,14.5,0.65,0.05,-0.01,0.76
1697352766.82,0.04,0.01,0.96,-0.3,2.5,13.8,0.65,0.05,-0.01,0.76
1697352766.83,0.02,0.07,1.1,-0.9,2.3,13,0.65,0.05,-0.01,0.76
1697352766.84,0.02,0.07,1.1,-1,2.3,12.2,0.65,0.05,-0.01,0.76
1697352766.85,0.17,0.01,0.88,-0.5,1.7,11.4,0.64,0.05,-0.01,0.76
1697352766.86,0.1,0.04,0.94,-0.3,1.5,11.3,0.64,0.05,-0.01,0.76
1697352766.87,0.07,0.13,1.06,-0.1,0.9,10.4,0.64,0.05,-0.01,0.76
1697352766.88,0.04,0.15,1.12,0.1,0.2,10,0.64,0.05,-0.01,0.76
1697352766.89,0.08,0.16,1,0.6,-0.3,9.5,0.64,0.05,-0.01,0.77
1697352766.9,0.1,0.09,0.93,1.5,-0.5,9.5,0.64,0.05,-0.01,0.77
1697352766.91,0.15,0.12,1.08,1.4,-0.3,9.6,0.64,0.05,-0.01,0.77
1697352766.92,0.1,0.09,0.9,1.1,0,9.8,0.64,0.05,-0.01,0.77
1697352766.93,0.01,0.09,0.92,0.5,0.3,9.9,0.64,0.05,-0.01,0.77
1697352766.94,-0.01,0.1,1.07,-1,0.3,10,0.64,0.05,-0.01,0.77
1697352766.95,0.08,0.14,0.97,-3.1,1,10,0.64,0.05,-0.01,0.77
1697352766.96,0.08,0.22,1.2,-3.8,1.8,10.2,0.64,0.05,-0.01,0.77
1697352766.97,0.14,0.18,0.86,-1.4,1.7,10,0.64,0.05,-0.01,0.77
1697352766.98,0.09,0.09,0.99,1.5,1.3,9.6,0.64,0.05,-0.01,0.77
