time,cpu_temp,cpu_usage,mem_usage,swap_usage,disk_usage
1697352766.45,50.15,0.51,0.32,0,0.41
1697352766.55,50.15,0.51,0.32,0,0.41
1697352766.65,50.15,0.51,0.32,0,0.41
1697352766.75,50.15,0.51,0.32,0,0.41
1697352766.85,50.15,0.51,0.32,0,0.41
1697352766.95,50.15,0.51,0.32,0,0.41
1697352767.05,50.15,0.51,0.32,0,0.41
1697352767.15,50.15,0.51,0.32,0,0.41
1697352767.25,50.15,0.51,0.32,0,0.41
1697352767.35,50.15,0.51,0.32,0,0.41
1697352767.45,49.17,0.49,0.32,0,0.41
1697352767.55,49.17,0.49,0.32,0,0.41
1697352767.65,49.17,0.49,0.32,0,0.41
1697352767.75,49.17,0.49,0.32,0,0.41
1697352767.85,49.17,0.49,0.32,0,0.41
1697352767.95,49.17,0.49,0.32,0,0.41
1697352768.05,49.17,0.49,0.32,0,0.41
1697352768.15,49.17,0.49,0.32,0,0.41
1697352768.25,49.17,0.49,0.32,0,0.41
1697352768.35,49.17,0.49,0.32,0,0.41
1697352768.45,49.17,0.52,0.32,0,0.41
1697352768.55,49.17,0.52,0.32,0,0.41
1697352768.65,49.17,0.52,0.32,0,0.41
1697352768.75,49.17,0.52,0.32,0,0.41
1697352768.85,49.17,0.52,0.32,0,0.41
1697352768.95,49.17,0.52,0.32,0,0.41
1697352769.05,49.17,0.52,0.32,0,0.41
1697352769.15,49.17,0.52,0.32,0,0.41
1697352769.25,49.17,0.52,0.32,0,0.41
1697352769.35,49.17,0.52,0.32,0,0.41
1697352769.45,50.15,0.48,0.32,0,0.41
1697352769.55,50.15,0.48,0.32,0,0.41
1697352769.65,50.15,0.48,0.32,0,0.41
1697352769.75,50.15,0.48,0.32,0,0.41
1697352769.85,50.15,0.48,0.32,0,0.41
1697352769.95,50.15,0.48,0.32,0,0.41
1697352770.05,50.15,0.48,0.32,0,0.41
1697352770.15,50.15,0.48,0.32,0,0.41
1697352770.25,50.15,0.48,0.32,0,0.41
1697352770.35,50.15,0.48,0.32,0,0.41
1697352770.45,49.17,0.52,0.32,0,0.41
1697352770.55,49.17,0.52,0.32,0,0.41
1697352770.65,49.17,0.52,0.32,0,0.41
1697352770.75,49.17,0.52,0.32,0,0.41
1697352770.85,49.17,0.52,0.32,0,0.41
1697352770.95,49.17,0.52,0.32,0,0.41
1697352771.05,49.17,0.52,0.32,0,0.41
1697352771.15,49.17,0.52,0.32,0,0.41
1697352771.25,49.17,0.52,0.32,0,0.41
1697352771.35,49.17,0.52,0.32,0,0.41
1697352771.45,49.17,0.49,0.32,0,0.41
1697352771.55,49.17,0.49,0.32,0,0.41
1697352771.65,49.17,0.49,0.32,0,0.41
1697352771.75,49.17,0.49,0.32,0,0.41
1697352771.85,49.17,0.49,0.32,0,0.41
1697352771.95,49.17,0.49,0.32,0,0.41
1697352772.05,49.17,0.49,0.32,0,0.41
1697352772.15,49.17,0.49,0.32,0,0.41
1697352772.25,49.17,0.49,0.32,0,0.41
1697352772.35,49.17,0.49,0.32,0,0.41
1697352772.45,49.17,0.49,0.32,0,0.41
1697352772.55,48.2,0.49,0.32,0,0.41
1697352772.65,48.2,0.49,0.32,0,0.41
1697352772.75,48.2,0.49,0.32,0,0.41
1697352772.85,48.2,0.49,0.32,0,0.41
1697352772.95,48.2,0.49,0.32,0,0.41
1697352773.05,48.2,0.49,0.32,0,0.41
1697352773.15,48.2,0.49,0.32,0,0.41
1697352773.25,48.2,0.49,0.32,0,0.41
1697352773.35,48.2,0.49,0.32,0,0.41
1697352773.45,48.2,0.49,0.32,0,0.41
1697352773.55,49.66,0.5,0.32,0,0.41
1697352773.65,49.66,0.5,0.32,0,0.41
1697352773.75,49.66,0.5,0.32,0,0.41
1697352773.85,49.66,0.5,0.32,0,0.41
1697352773.95,49.66,0.5,0.32,0,0.41
1697352774.05,49.66,0.5,0.32,0,0.41
1697352774.15,49.66,0.5,0.32,0,0.41
1697352774.25,49.66,0.5,0.32,0,0.41
1697352774.35,49.66,0.5,0.32,0,0.41
1697352774.45,49.66,0.5,0.32,0,0.41
1697352774.55,49.66,0.5,0.32,0,0.41
1697352774.65,49.17,0.51,0.32,0,0.41
1697352774.75,49.17,0.51,0.32,0,0.41
1697352774.85,49.17,0.51,0.32,0,0.41
1697352774.95,49.17,0.51,0.32,0,0.41
1697352775.05,49.17,0.51,0.32,0,0.41
1697352775.15,49.17,0.51,0.32,0,0.41
1697352775.25,49.17,0.51,0.32,0,0.41
1697352775.35,49.17,0.51,0.32,0,0.41
1697352775.45,49.17,0.5,0.32,0,0.41
1697352775.55,49.17,0.5,0.32,0,0.41
1697352775.65,49.17,0.5,0.32,0,0.41
1697352775.75,49.17,0.5,0.32,0,0.41
1697352775.85,49.17,0.5,0.32,0,0.41
1697352775.95,49.17,0.5,0.32,0,0.41
1697352776.05,49.17,0.5,0.32,0,0.41
1697352776.15,49.17,0.5,0.32,0,0.41
1697352776.25,49.17,0.5,0.32,0,0.41
1697352776.35,49.17,0.5,0.32,0,0.41
1697352776.45,49.17,0.52,0.32,0,0.41
1697352776.55,49.17,0.52,0.32,0,0.41
1697352776.65,49.17,0.52,0.32,0,0.41
1697352776.75,49.17,0.52,0.32,0,0.41
1697352776.85,49.17,0.52,0.32,0,0.41
1697352776.95,49.17,0.52,0.32,0,0.41
1697352777.05,49.17,0.52,0.32,0,0.41
1697352777.15,49.17,0.52,0.32,0,0.41
1697352777.25,49.17,0.52,0.32,0,0.41
1697352777.35,49.17,0.52,0.32,0,0.41
1697352777.45,49.66,0.52,0.32,0,0.41
1697352777.55,49.66,0.52,0.32,0,0.41
1697352777.65,49.66,0.52,0.32,0,0.41
1697352777.75,49.66,0.52,0.32,0,0.41
1697352777.85,49.66,0.52,0.32,0,0.41
1697352777.95,49.66,0.52,0.32,0,0.41
1697352778.05,49.66,0.52,0.32,0,0.41
1697352778.15,49.66,0.52,0.32,0,0.41
1697352778.25,49.66,0.52,0.32,0,0.41
1697352778.35,49.66,0.52,0.32,0,0.41
