time,status,serivce used,longitude,latitude,covarience[0],covarience[1],covarience[2],covarience[3],covarience[4],covarience[5],covarience[6],covarience[7],covarience[8],covarience type,altitude,velocity_x,velocity_y
1697350749.35,NO_FIX,1,121.418493,25.038049,34.400000,12.960000,0.000000,0.000000,0.000000,12.960000,0.000000,0.000000,0.000000,207.360000,APPROXIMATED,nan,nan
1697350750.35,NO_FIX,1,121.418493,25.038050,34.500000,12.960000,0.000000,0.000000,0.000000,12.960000,0.000000,0.000000,0.000000,207.360000,APPROXIMATED,nan,nan
1697350751.35,NO_FIX,1,121.418493,25.038050,34.400000,12.960000,0.000000,0.000000,0.000000,12.960000,0.000000,0.000000,0.000000,207.360000,APPROXIMATED,nan,nan
1697350752.35,NO_FIX,1,121.418493,25.038051,34.400000,12.960000,0.000000,0.000000,0.000000,12.960000,0.000000,0.000000,0.000000,207.360000,APPROXIMATED,nan,nan
1697350753.35,NO_FIX,1,121.418494,25.038051,34.400000,10.758400,0.000000,0.000000,0.000000,10.758400,0.000000,0.000000,0.000000,172.134400,APPROXIMATED,nan,nan
1697350754.35,NO_FIX,1,121.418494,25.038052,34.400000,12.960000,0.000000,0.000000,0.000000,12.960000,0.000000,0.000000,0.000000,207.360000,APPROXIMATED,nan,nan
1697350755.35,NO_FIX,1,121.418494,25.038052,34.400000,12.960000,0.000000,0.000000,0.000000,12.960000,0.000000,0.000000,0.000000,207.360000,APPROXIMATED,nan,nan
1697350756.35,NO_FIX,1,121.418495,25.038053,34.400000,15.054400,0.000000,0.000000,0.000000,15.054400,0.000000,0.000000,0.000000,240.870400,APPROXIMATED,nan,nan
1697350757.35,NO_FIX,1,121.418495,25.038054,34.400000,15.054400,0.000000,0.000000,0.000000,15.054400,0.000000,0.000000,0.000000,240.870400,APPROXIMATED,nan,nan
1697350758.35,NO_FIX,1,121.418495,25.038055,34.400000,15.054400,0.000000,0.000000,0.000000,15.054400,0.000000,0.000000,0.000000,240.870400,APPROXIMATED,nan,nan
1697350759.35,NO_FIX,1,121.418496,25.038055,34.400000,12.110400,0.000000,0.000000,0.000000,12.110400,0.000000,0.000000,0.000000,193.766400,APPROXIMATED,nan,nan
1697350760.35,NO_FIX,1,121.418496,25.038055,34.500000,15.054400,0.000000,0.000000,0.000000,15.054400,0.000000,0.000000,0.000000,240.870400,APPROXIMATED,nan,nan
1697350761.35,NO_FIX,1,121.418496,25.038055,34.400000,12.960000,0.000000,0.000000,0.000000,12.960000,0.000000,0.000000,0.000000,207.360000,APPROXIMATED,nan,nan
1697350762.35,NO_FIX,1,121.418495,25.038055,34.500000,11.289600,0.000000,0.000000,0.000000,11.289600,0.000000,0.000000,0.000000,180.633600,APPROXIMATED,nan,nan
1697350763.35,NO_FIX,1,121.418494,25.038055,34.600000,12.960000,0.000000,0.000000,0.000000,12.960000,0.000000,0.000000,0.000000,207.360000,APPROXIMATED,nan,nan
