time,can_rx_timeout,can_rx_timeout_code,vcu_status,vcu_error_code,rear_sensor_status,rear_sensor_error_code,bms_error_code,inverter_state,inverter_vsm_state,inverter_post_fault,inverter_run_fault
1697350698,,0,0,0,0,0,0,0,0,0,0
1697350698,"Front Box, ",2,0,0,0,0,0,0,0,0,0
1697350699,,0,0,0,0,0,0,4,9,0,0
1697350699,,0,0,0,3,0,0,4,9,0,0
1697350699,,0,0,0,3,0,0,4,9,0,0
1697350699,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350699,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350699,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350699,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350699,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350699,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350699,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350700,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, Inverter, ",1152,0,0,3,0,0,4,9,0,0
1697350701,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350702,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350703,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, ",128,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, Inverter, ",1216,0,0,3,0,0,4,9,0,0
1697350704,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350705,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350705,"Front Box, Rear Box, ",194,0,0,3,0,0,4,9,0,0
1697350705,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350705,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350705,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350705,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350705,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350705,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350705,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350705,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350706,"Rear Box, ",192,0,8192,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350707,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350708,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350708,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
1697350708,"Rear Box, ",192,0,0,3,0,0,4,9,0,0
