time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697353327.65,0.01,0.25,1.25,1.4,1,47.5,0.85,0.08,0,0.52
1697353327.66,0.01,0.25,1.25,1.4,1,47.5,0.85,0.08,0,0.52
1697353327.67,0.01,0.25,1.25,1.4,1,47.5,0.85,0.08,0,0.52
1697353327.68,0.01,0.25,1.25,1.4,1,47.5,0.85,0.08,0,0.52
1697353327.69,0.07,0.38,0.86,0.4,1.5,50.4,0.82,0.08,-0,0.57
1697353327.7,0.07,0.38,0.86,0.4,1.5,50.4,0.82,0.08,-0,0.57
1697353327.71,0.07,0.31,1.08,0,0.2,51.4,0.81,0.08,-0,0.57
1697353327.72,0.14,-0.03,0.78,-1.8,-1.1,50.5,0.81,0.08,-0,0.57
1697353327.73,0.14,-0.03,0.78,-1.8,-1.1,50.5,0.81,0.08,-0,0.58
1697353327.74,0.19,0.32,1.04,-4.4,-3.5,49,0.81,0.08,-0,0.58
1697353327.75,0.19,0.32,1.04,-4.4,-3.5,49,0.81,0.08,-0,0.59
1697353327.76,0.28,0.38,0.47,0.3,-2.9,47.7,0.8,0.08,-0,0.59
1697353327.77,-0.02,0.43,1.12,5.1,-1.9,47.6,0.8,0.08,-0.01,0.59
1697353327.78,-0.02,0.41,0.64,7.4,-0.1,48,0.8,0.08,-0.01,0.6
1697353327.79,0,0.3,0.88,7.1,1.6,48.4,0.8,0.08,-0.01,0.6
1697353327.8,-0.04,0.27,0.82,3.7,2.9,49.5,0.79,0.08,-0,0.6
1697353327.81,-0.07,0.28,1.16,-0.7,3.6,51,0.79,0.08,-0.01,0.61
1697353327.82,0.02,0.4,1.15,-1.7,3.6,51.4,0.79,0.08,-0.01,0.61
1697353327.83,0.1,0.45,1.18,-4.2,3,52.7,0.78,0.08,-0.01,0.61
1697353327.84,0.03,0.51,1.06,-2.4,0.6,54.5,0.78,0.08,-0.01,0.62
1697353327.85,0.1,0.51,0.95,0.3,-0.8,54.7,0.78,0.08,-0.01,0.62
1697353327.86,0.09,0.39,1.13,2.4,-2,54.3,0.78,0.08,-0.01,0.63
1697353327.87,0.08,0.3,0.83,3.2,-1.7,53.7,0.77,0.08,-0.01,0.63
1697353327.88,0.06,0.1,0.96,2.4,-0.8,51.9,0.77,0.08,-0.01,0.63
1697353327.89,0.12,0.08,0.56,1.9,-0.6,51.3,0.77,0.08,-0.01,0.63
1697353327.9,0,0.06,1.08,-0.7,0.4,49.5,0.77,0.08,-0.01,0.64
1697353327.91,0,0.22,1.17,-3.2,0.5,48.4,0.76,0.08,-0.01,0.64
1697353327.92,-0.01,0.4,1.04,-3.5,0.9,47.7,0.76,0.08,-0.01,0.65
1697353327.93,0.04,0.45,0.92,0.2,0.9,48,0.76,0.08,-0.01,0.65
1697353327.94,0.01,0.39,1.07,1.9,0.4,48.5,0.75,0.08,-0.01,0.65
1697353327.95,0.09,0.39,1.05,1.2,0,49.5,0.75,0.08,-0.01,0.66
1697353327.96,0.03,0.3,1.13,0,-0.5,50.5,0.75,0.08,-0.01,0.66
1697353327.97,0.03,0.26,1.04,-1.4,-1.1,51.4,0.74,0.08,-0.01,0.66
1697353327.98,-0.03,0.32,0.97,-2.1,-1.4,52,0.74,0.08,-0.01,0.66
1697353327.99,0.01,0.35,0.87,-1.1,-1.7,52.4,0.74,0.08,-0.01,0.67
1697353328,0.01,0.35,0.87,-1.1,-1.7,52.4,0.74,0.08,-0.01,0.67
