time,cpu_temp,cpu_usage,mem_usage,swap_usage,disk_usage
1697353327.65,49.66,0.48,0.32,0,0.41
1697353327.75,49.66,0.48,0.32,0,0.41
1697353327.85,49.66,0.48,0.32,0,0.41
1697353327.95,49.66,0.48,0.32,0,0.41
1697353328.05,49.66,0.48,0.32,0,0.41
1697353328.15,49.66,0.48,0.32,0,0.41
1697353328.25,49.66,0.48,0.32,0,0.41
1697353328.35,49.66,0.48,0.32,0,0.41
1697353328.45,49.66,0.48,0.32,0,0.41
1697353328.55,49.17,0.45,0.32,0,0.41
1697353328.65,49.17,0.45,0.32,0,0.41
1697353328.75,49.17,0.45,0.32,0,0.41
1697353328.85,49.17,0.45,0.32,0,0.41
1697353328.95,49.17,0.45,0.32,0,0.41
1697353329.05,49.17,0.45,0.32,0,0.41
1697353329.15,49.17,0.45,0.32,0,0.41
1697353329.25,49.17,0.45,0.32,0,0.41
1697353329.35,49.17,0.45,0.32,0,0.41
1697353329.45,49.17,0.45,0.32,0,0.41
1697353329.55,48.2,0.49,0.32,0,0.41
1697353329.65,48.2,0.49,0.32,0,0.41
1697353329.75,48.2,0.49,0.32,0,0.41
1697353329.85,48.2,0.49,0.32,0,0.41
1697353329.95,48.2,0.49,0.32,0,0.41
1697353330.05,48.2,0.49,0.32,0,0.41
1697353330.15,48.2,0.49,0.32,0,0.41
1697353330.25,48.2,0.49,0.32,0,0.41
1697353330.35,48.2,0.49,0.32,0,0.41
1697353330.45,48.2,0.49,0.32,0,0.41
1697353330.55,49.17,0.49,0.32,0,0.41
1697353330.65,49.17,0.49,0.32,0,0.41
1697353330.75,49.17,0.49,0.32,0,0.41
1697353330.85,49.17,0.49,0.32,0,0.41
1697353330.95,49.17,0.49,0.32,0,0.41
1697353331.05,49.17,0.49,0.32,0,0.41
1697353331.15,49.17,0.49,0.32,0,0.41
1697353331.25,49.17,0.49,0.32,0,0.41
1697353331.35,49.17,0.49,0.32,0,0.41
1697353331.45,49.17,0.49,0.32,0,0.41
1697353331.55,49.17,0.52,0.32,0,0.41
1697353331.65,49.17,0.52,0.32,0,0.41
1697353331.75,49.17,0.52,0.32,0,0.41
1697353331.85,49.17,0.52,0.32,0,0.41
1697353331.95,49.17,0.52,0.32,0,0.41
1697353332.05,49.17,0.52,0.32,0,0.41
1697353332.15,49.17,0.52,0.32,0,0.41
1697353332.25,49.17,0.52,0.32,0,0.41
1697353332.35,49.17,0.52,0.32,0,0.41
1697353332.45,49.17,0.52,0.32,0,0.41
1697353332.55,49.66,0.52,0.32,0,0.41
1697353332.65,49.66,0.52,0.32,0,0.41
1697353332.75,49.66,0.52,0.32,0,0.41
1697353332.85,49.66,0.52,0.32,0,0.41
1697353332.95,49.66,0.52,0.32,0,0.41
1697353333.05,49.66,0.52,0.32,0,0.41
1697353333.15,49.66,0.52,0.32,0,0.41
1697353333.25,49.66,0.52,0.32,0,0.41
1697353333.35,49.66,0.52,0.32,0,0.41
1697353333.45,49.66,0.52,0.32,0,0.41
1697353333.55,49.17,0.52,0.32,0,0.41
1697353333.65,49.17,0.52,0.32,0,0.41
1697353333.75,49.17,0.52,0.32,0,0.41
1697353333.85,49.17,0.52,0.32,0,0.41
1697353333.95,49.17,0.52,0.32,0,0.41
1697353334.05,49.17,0.52,0.32,0,0.41
1697353334.15,49.17,0.52,0.32,0,0.41
1697353334.25,49.17,0.52,0.32,0,0.41
1697353334.35,49.17,0.52,0.32,0,0.41
1697353334.45,49.17,0.52,0.32,0,0.41
1697353334.55,49.17,0.52,0.32,0,0.41
1697353334.65,48.2,0.52,0.32,0,0.41
1697353334.75,48.2,0.52,0.32,0,0.41
1697353334.85,48.2,0.52,0.32,0,0.41
1697353334.95,48.2,0.52,0.32,0,0.41
1697353335.05,48.2,0.52,0.32,0,0.41
1697353335.15,48.2,0.52,0.32,0,0.41
1697353335.25,48.2,0.52,0.32,0,0.41
1697353335.35,48.2,0.52,0.32,0,0.41
1697353335.45,48.2,0.52,0.32,0,0.41
1697353335.55,49.17,0.53,0.32,0,0.41
1697353335.65,49.17,0.53,0.32,0,0.41
1697353335.75,49.17,0.53,0.32,0,0.41
1697353335.85,49.17,0.53,0.32,0,0.41
1697353335.95,49.17,0.53,0.32,0,0.41
1697353336.05,49.17,0.53,0.32,0,0.41
1697353336.15,49.17,0.53,0.32,0,0.41
1697353336.25,49.17,0.53,0.32,0,0.41
1697353336.35,49.17,0.53,0.32,0,0.41
1697353336.45,49.17,0.53,0.32,0,0.41
1697353336.55,49.66,0.5,0.32,0,0.41
1697353336.65,49.66,0.5,0.32,0,0.41
1697353336.75,49.66,0.5,0.32,0,0.41
1697353336.85,49.66,0.5,0.32,0,0.41
1697353336.95,49.66,0.5,0.32,0,0.41
1697353337.05,49.66,0.5,0.32,0,0.41
1697353337.15,49.66,0.5,0.32,0,0.41
1697353337.25,49.66,0.5,0.32,0,0.41
1697353337.35,49.66,0.5,0.32,0,0.41
1697353337.45,49.66,0.5,0.32,0,0.41
1697353337.55,48.2,0.52,0.32,0,0.41
1697353337.65,48.2,0.52,0.32,0,0.41
1697353337.75,48.2,0.52,0.32,0,0.41
1697353337.85,48.2,0.52,0.32,0,0.41
1697353337.95,48.2,0.52,0.32,0,0.41
1697353338.05,48.2,0.52,0.32,0,0.41
1697353338.15,48.2,0.52,0.32,0,0.41
1697353338.25,48.2,0.52,0.32,0,0.41
1697353338.35,48.2,0.52,0.32,0,0.41
1697353338.45,48.2,0.52,0.32,0,0.41
1697353338.55,48.2,0.52,0.32,0,0.41
1697353338.65,48.2,0.52,0.32,0,0.41
1697353338.75,48.2,0.52,0.32,0,0.41
1697353338.85,48.2,0.48,0.32,0,0.41
1697353338.95,48.2,0.48,0.32,0,0.41
1697353339.05,48.2,0.48,0.32,0,0.41
1697353339.15,48.2,0.48,0.32,0,0.41
1697353339.25,48.2,0.48,0.32,0,0.41
1697353339.35,48.2,0.48,0.32,0,0.41
1697353339.45,48.2,0.48,0.32,0,0.41
1697353339.55,49.66,0.47,0.32,0,0.41
1697353339.65,49.66,0.47,0.32,0,0.41
1697353339.75,49.66,0.47,0.32,0,0.41
1697353339.85,49.66,0.47,0.32,0,0.41
1697353339.95,49.66,0.47,0.32,0,0.41
1697353340.05,49.66,0.47,0.32,0,0.41
1697353340.15,49.66,0.47,0.32,0,0.41
1697353340.25,49.66,0.47,0.32,0,0.41
