time,torque_command,torque_feedback,motor_speed,dc_bus_voltage,dc_bus_current,control_board_temperature,hot_spot_temperature,motor_temperature
1697353327.65,42.7,42.5,537,275.7,9.4,39.2,36,41.4
1697353327.66,42.7,42.5,537,275.7,9.4,39.2,36,41.4
1697353327.67,42.7,42.5,537,275.7,9.4,39.2,36,41.4
1697353327.68,42.7,42.5,537,275.7,9.4,39.2,36,41.4
1697353327.69,45.6,48.9,568,275.7,10.1,39,36,41.4
1697353327.7,45.6,48.8,573,275.7,10.1,39,36,41.4
1697353327.71,45.7,48.7,583,275.5,10.1,39,36,41.4
1697353327.72,45.8,48.5,585,275.7,10.1,39.1,36,41.4
1697353327.73,45.8,48.3,583,275.8,9.8,39.1,36,41.8
1697353327.74,46,48.2,567,275.9,9.8,39.1,36,41.8
1697353327.75,46.2,48,558,275.5,9.4,39.1,36,41.8
1697353327.76,46.3,47.9,563,275.7,9.4,39.1,36,41.8
1697353327.77,46.3,47.7,575,275.7,9.4,39.1,36,41.8
1697353327.78,46.4,47.6,582,275.8,9.4,39.1,36,41.8
1697353327.79,46.4,47.5,586,275.8,9.7,39.2,36,41.8
1697353327.8,46.3,47.4,589,275.6,9.7,39.2,36,41.8
1697353327.81,46.2,47.3,597,275.6,9.6,39.3,36,41.8
1697353327.82,45.8,47.1,598,275.7,9.6,39.3,36,41.8
1697353327.83,45.8,47.1,601,275.8,9.4,39.3,36,41.8
1697353327.84,45.3,46.6,580,275.8,9.4,39.3,36,41.4
1697353327.85,45.3,46.5,573,275.8,8.9,39.3,36,41.4
1697353327.86,44.7,46.1,569,275.6,8.9,39.3,36,41.4
1697353327.87,44.7,45.9,580,275.9,8.7,39.4,36,41.4
1697353327.88,44.2,45.4,597,275.8,8.7,39.4,36,41.4
1697353327.89,44.2,45.1,601,275.7,8.8,39.3,36,41.4
1697353327.9,43.9,44.8,607,275.7,8.8,39.3,36,41.4
1697353327.91,43.9,44.6,610,275.7,8.8,39.3,36,41.4
1697353327.92,43.5,44.2,616,275.8,8.8,39.3,36,41.4
1697353327.93,43.4,43.9,612,275.9,8.8,39.3,36,41.4
1697353327.94,43,43.6,601,275.9,8.4,39.2,36,41.6
1697353327.95,42.8,43.4,596,275.9,8.4,39.2,36,41.6
1697353327.96,42.2,43,594,275.9,8.2,39.2,36,41.6
1697353327.97,41.5,42.6,603,275.9,8.2,39.2,36,41.6
1697353327.98,41.5,42.3,607,276,7.9,39.2,36,41.6
1697353327.99,40.1,41.6,609,276,7.9,39.2,36,41.6
1697353328,40.1,41.5,610,276,7.6,39.2,36,41.6
1697353328.01,39.8,40.7,620,275.8,7.6,39.2,36,41.6
1697353328.02,39.4,40.3,626,275.9,7.4,39.2,36,41.6
1697353328.03,39.4,39.8,631,276,7.4,39.2,36,41.6
1697353328.04,39.4,39.5,624,275.9,7.3,39.2,36,41.8
1697353328.05,39.1,39,617,275.8,7.3,39.2,36,41.8
1697353328.06,39.1,38.7,621,276,7.3,39.3,36,41.8
1697353328.07,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.08,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.09,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.1,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.11,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.12,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.13,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.14,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.15,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.16,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.17,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.18,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.19,39.2,38.5,627,276,7.3,39.3,36,41.8
1697353328.2,40.2,39.4,639,275.9,7.3,39.3,36,41.8
1697353328.21,40.2,39.5,653,275.8,8.8,39.2,36,41.8
1697353328.22,40.3,39.7,660,275.7,8.8,39.2,36,41.8
1697353328.23,40.5,39.8,654,275.7,9.2,39.3,36,41.8
1697353328.24,40.5,39.9,653,275.7,9.2,39.3,36,41.4
1697353328.25,40.5,40,658,275.7,9.2,39.3,36,41.4
1697353328.26,40.8,40.3,668,275.7,9.2,39.3,36,41.4
1697353328.27,40.9,40.4,662,275.7,9.2,39.3,36,41.4
1697353328.28,41,40.5,658,275.7,9.2,39.3,36,41.4
1697353328.29,41,40.7,662,275.7,9.3,39.2,36,41.4
1697353328.3,41.5,40.9,675,275.6,9.3,39.2,36,41.4
1697353328.31,41.5,41.1,680,275.6,9.7,39.3,36,41.4
1697353328.32,41.8,41.3,676,275.6,9.7,39.3,36,41.4
1697353328.33,41.8,41.4,675,275.7,9.7,39.3,36,41.4
1697353328.34,42.2,41.6,683,275.6,10.2,39.3,36,41.4
1697353328.35,42.3,41.9,689,275.5,10.2,39.3,36,41.6
1697353328.36,42.5,42.1,685,275.6,10.3,39.4,36,41.6
1697353328.37,42.6,42.3,682,275.5,10.3,39.4,36,41.6
1697353328.38,42.6,42.4,686,275.5,10.3,39.4,36,41.6
1697353328.39,42.9,42.7,697,275.6,10.3,39.4,36,41.6
1697353328.4,42.9,42.8,700,275.4,10.6,39.3,36,41.6
1697353328.41,43.6,43,692,275.4,10.6,39.3,36,41.6
1697353328.42,43.6,43.4,692,275.3,10.8,39.4,36,41.6
1697353328.43,44.8,43.7,704,275.5,10.8,39.4,36,41.6
1697353328.44,45.3,44.1,710,275.2,11.3,39.4,36,41.6
1697353328.45,46,44.5,710,275.2,11.3,39.4,36,42.3
1697353328.46,46.5,45,713,275.2,12,39.3,36,42.3
1697353328.47,47,45.7,724,275.2,12,39.3,36,42.3
1697353328.48,47.6,46.2,728,275.1,12.7,39.3,36,42.3
1697353328.49,48.1,46.7,720,275.3,12.7,39.3,36,42.3
1697353328.5,48.1,47.2,718,275.2,12.7,39.3,36,42.3
1697353328.51,48.8,47.8,720,275,13,39.3,36,42.3
1697353328.52,49.1,48.3,724,275,13.4,39.3,36,42.3
1697353328.53,49.2,48.8,721,275,13.4,39.3,36,42.3
