time,bse,apps1,apps2,brake_micro,accelerator_micro,steer_angle,front_break_pressure,rear_break_pressure,front_left_wheel_speed,front_right_wheel_speed,rear_left_wheel_speed,rear_right_wheel_speed,front_left_suspension_travel,front_right_suspension_travel,rear_left_suspension_travel,rear_right_suspension_travel,front_left_tire_temp_1,front_left_tire_temp_2,front_left_tire_temp_3,front_left_tire_temp_4,front_right_tire_temp_1,front_right_tire_temp_2,front_right_tire_temp_3,front_right_tire_temp_4,rear_left_tire_temp_1,rear_left_tire_temp_2,rear_left_tire_temp_3,rear_left_tire_temp_4,rear_right_tire_temp_1,rear_right_tire_temp_2,rear_right_tire_temp_3,rear_right_tire_temp_4
1697352690.95,0.1,0,0,1,0,76,2.1,2.1,0.2,216.2,1100,388.7,48.2,45.1,42.9,42.2,36,30,30,35,30,30,33.6,34.2,30,30,30,30,30,30,30,30
1697352691.05,0.1,0,0,1,0,80,2.1,2.1,0.2,195,1100,388.7,44.2,44.2,42.9,42.2,36,30,30,35,30,30,33.6,34.2,30,30,30,30,30,30,30,30
1697352691.15,0.09,0,0,0,0,80,0.9,0.9,0.2,192.2,1100,388.7,44.1,43.9,42.9,42.2,35,30.4,32.4,37.4,30,31,33.8,33.6,30,30,30,30,30,30,30,30
1697352691.25,0.09,0,0,0,0,80,0.9,0.9,0.2,192.2,1100,388.7,44.1,43.9,42.9,42.2,35,30.4,32.4,37.4,30,31,33.8,33.6,30,30,30,30,30,30,30,30
1697352691.35,0.08,0,0,0,0,81,0.6,0.6,0.2,183.6,1100,388.7,45.1,43.8,42.9,42.2,35,30.4,32.4,37.4,30,31,33.8,33.6,30,30,30,30,30,30,30,30
1697352691.45,0.07,0,0,0,0,81,1.2,1.2,0.2,180.5,1100,388.7,47,43,42.9,42.2,35.2,30.8,36.2,40.4,30,31.4,34.4,33.2,30,30,30,30,30,30,30,30
1697352691.55,0.08,0,0,0,0,81,0.9,0.9,0.2,177,1100,388.7,47.1,42.9,42.9,42.2,35.2,30.8,36.2,40.4,30,31.4,34.4,33.2,30,30,30,30,30,30,30,30
1697352691.65,0.08,0,0,0,0,81,0.9,0.9,0.2,177,1100,388.7,47.1,42.9,42.9,42.2,35.2,30.8,36.2,40.4,30,31.4,34.4,33.2,30,30,30,30,30,30,30,30
1697352691.75,0.09,0,0,0,0,81,0,0,0.2,270.7,1100,388.7,47.1,43.2,42.9,42.2,35.6,30.6,34.4,40.2,30,30.6,34.4,33.4,30,30,30,30,30,30,30,30
1697352691.85,0.09,0,0,0,0,81,0,0,0.2,270.7,1100,388.7,47.1,43.2,42.9,42.2,35.6,30.6,34.4,40.2,30,30.6,34.4,33.4,30,30,30,30,30,30,30,30
1697352691.95,0.07,0,0,0,0,81,0,0,0.2,270.7,1100,388.7,47.1,43.2,42.9,42.2,35.6,30.6,34.4,40.2,30,30.6,34.4,33.4,30,30,30,30,30,30,30,30
1697352692.05,0.07,0,0,0,0,81,1.2,1.2,0.2,158.8,1100,388.7,46.3,44.2,42.9,42.2,35.6,30.8,33.2,39.8,30,30.2,34,33.4,30,30,30,30,30,30,30,30
1697352692.15,0.07,0,0,0,0,81,0.6,0.6,0.2,152.5,1100,388.7,45.1,44,42.9,42.2,35.6,30.8,33.2,39.8,30,30.2,34,33.4,30,30,30,30,30,30,30,30
1697352692.25,0.06,0,0,0,0,81,0.3,0.3,0.2,149.9,1100,388.7,45.2,45,42.9,42.2,36.2,31.2,32.6,39.4,30,30.2,34,33.6,30,30,30,30,30,30,30,30
1697352692.35,0.06,0,0,0,0,81,0.3,0.3,0.2,149.9,1100,388.7,45.2,45,42.9,42.2,36.2,31.2,32.6,39.4,30,30.2,34,33.6,30,30,30,30,30,30,30,30
1697352692.45,0.07,0,0,0,0,81,0.9,0.9,0.2,141.4,1100,388.7,45.3,45.1,42.9,42.2,36.2,31.2,32.4,39.2,30,30.2,34,33.6,30,30,30,30,30,30,30,30
1697352692.55,0.07,0.03,0.03,0,0,81,0.9,0.9,0.2,388.2,1100,388.7,45,44.8,42.9,42.2,36.2,31.2,32.4,39.2,30,30.2,34,33.6,30,30,30,30,30,30,30,30
1697352692.65,0.08,0.12,0.12,0,1,81,1.2,1.2,0.2,133.6,1100,388.7,44.9,45.4,42.9,42.2,36.2,31.2,32.4,39.2,30,30.2,34,33.6,30,30,30,30,30,30,30,30
1697352692.75,0.07,0.17,0.17,0,1,81,0,0,0.2,135.6,1100,388.7,45,46.7,42.9,42.2,36,30.2,31.6,39,30,30.2,34,33.8,30,30,30,30,30,30,30,30
1697352692.85,0.07,0.17,0.17,0,1,81,0,0,0.2,135.6,1100,388.7,45,46.7,42.9,42.2,36,30.2,31.6,39,30,30.2,34,33.8,30,30,30,30,30,30,30,30
1697352692.95,0.07,0.17,0.17,0,1,81,0,0,0.2,135.6,1100,388.7,45,46.7,42.9,42.2,36,30.2,31.6,39,30,30.2,34,33.8,30,30,30,30,30,30,30,30
1697352693.05,0.07,0.17,0.17,0,1,81,0,0,0.2,135.6,1100,388.7,45,46.7,42.9,42.2,36,30.2,31.6,39,30,30.2,34,33.8,30,30,30,30,30,30,30,30
1697352693.15,0.07,0.17,0.17,0,1,81,0,0,0.2,135.6,1100,388.7,45,46.7,42.9,42.2,36,30.2,31.6,39,30,30.2,34,33.8,30,30,30,30,30,30,30,30
1697352693.25,0.07,0.3,0.3,0,1,81,0.9,0.9,0.2,154.1,1100,388.7,47,46.5,42.9,42.2,36.2,30,31.2,39,30,30.2,33.8,34.2,30,30,30,30,30,30,30,30
1697352693.35,0.06,0.47,0.48,0,1,81,0.9,0.9,0.2,157.8,1100,388.7,47.2,46.9,42.9,42.2,36.2,30,31.2,39,30,30.2,33.8,34.2,30,30,30,30,30,30,30,30
1697352693.45,0.06,0.46,0.46,0,1,81,0.9,0.9,0.2,165.3,1100,388.7,47.2,47.7,42.9,42.2,36,30,31,39,30,30.2,33.8,34,30,30,30,30,30,30,30,30
1697352693.55,0.07,0.43,0.43,0,1,81,0,0,0.2,176.1,1100,388.7,47.1,48.1,42.9,42.2,36,30,31,39,30,30.2,33.8,34,30,30,30,30,30,30,30,30
1697352693.65,0.07,0.43,0.43,0,1,81,0,0,0.2,176.1,1100,388.7,47.1,48.1,42.9,42.2,36,30,31,39,30,30.2,33.8,34,30,30,30,30,30,30,30,30
1697352693.75,0.07,0.43,0.43,0,1,81,0,0,0.2,176.1,1100,388.7,47.1,48.1,42.9,42.2,36,30,31,39,30,30.2,33.8,34,30,30,30,30,30,30,30,30
1697352693.85,0.06,0.5,0.5,0,1,81,0.9,0.9,0.2,191.1,1100,388.7,47.4,47.7,42.9,42.2,36,30,31,38.6,30,30.2,33.6,33.6,30,30,30,30,30,30,30,30
1697352693.95,0.06,0.48,0.48,0,1,81,0.9,0.9,0.2,200.7,1100,388.7,48,46.6,42.9,42.2,36,30,31,38.6,30,30.2,33.6,33.6,30,30,30,30,30,30,30,30
1697352694.05,0.06,0.48,0.48,0,1,81,0.3,0.3,0.2,207.7,1100,388.7,48.1,46.5,42.9,42.2,35.6,30,31.2,38.6,30,30,33.6,33.8,30,30,30,30,30,30,30,30
1697352694.15,0.07,0.48,0.48,0,1,80,0.3,0.3,0.2,216.3,1100,388.7,48.1,46.8,42.9,42.2,35.6,30,31.2,38.6,30,30,33.6,33.8,30,30,30,30,30,30,30,30
1697352694.25,0.07,0.48,0.48,0,1,80,0.3,0.3,0.2,216.3,1100,388.7,48.1,46.8,42.9,42.2,35.6,30,31.2,38.6,30,30,33.6,33.8,30,30,30,30,30,30,30,30
1697352694.35,0.06,0.47,0.47,0,1,81,0.9,0.9,0.2,224,1100,388.7,48,46.7,42.9,42.2,35.2,30,31,39,30,30,33.6,33.6,30,30,30,30,30,30,30,30
1697352694.45,0.06,0.42,0.42,0,1,82,0.3,0.3,0.2,363.4,1100,388.7,47.6,47.4,42.9,42.2,35,30,32.4,39.4,30,30.4,33.6,33.4,30,30,30,30,30,30,30,30
1697352694.55,0.06,0.41,0.41,0,1,93,0,0,0.2,230.7,1100,388.7,46.9,47.3,42.9,42.2,35,30,32.4,39.4,30,30.4,33.6,33.4,30,30,30,30,30,30,30,30
1697352694.65,0.06,0.39,0.39,0,1,95,0,0,0.2,233.9,1100,388.7,46.9,46.9,42.9,42.2,35,30,32.4,39.4,30,30.4,33.6,33.4,30,30,30,30,30,30,30,30
1697352694.75,0.06,0.39,0.39,0,1,95,0,0,0.2,233.9,1100,388.7,46.9,46.9,42.9,42.2,35,30,32.4,39.4,30,30.4,33.6,33.4,30,30,30,30,30,30,30,30
1697352694.85,0.06,0.38,0.38,0,1,96,0.6,0.6,0.2,249,1100,388.7,46.8,46.6,42.9,42.2,35,30,38.2,40,30,31.4,34,33.4,30,30,30,30,30,30,30,30
1697352694.95,0.06,0.38,0.38,0,1,102,1.5,1.5,0.2,248.7,1100,388.7,46.3,46.5,42.9,42.2,35.2,30,39.6,40,30,32.4,34.2,33.4,30,30,30,30,30,30,30,30
1697352695.05,0.05,0.37,0.37,0,1,105,0.6,0.6,0.2,252,1100,388.7,46.1,46.5,42.9,42.2,35.2,30,39.6,40,30,32.4,34.2,33.4,30,30,30,30,30,30,30,30
1697352695.15,0.05,0.36,0.36,0,1,107,0.3,0.3,0.2,257.6,1100,388.7,45.6,46.7,42.9,42.2,35.4,30,40,40,30.2,32.8,34.4,33.8,30,30,30,30,30,30,30,30
1697352695.25,0.05,0.36,0.36,0,1,107,0.3,0.3,0.2,257.6,1100,388.7,45.6,46.7,42.9,42.2,35.4,30,40,40,30.2,32.8,34.4,33.8,30,30,30,30,30,30,30,30
1697352695.35,0.06,0.24,0.24,0,1,110,0.9,0.9,0.2,265.3,1100,388.7,46.3,46,42.9,42.2,35.4,30,40,40,30.2,32.8,34.4,33.8,30,30,30,30,30,30,30,30
1697352695.45,0.06,0.25,0.26,0,1,119,0.9,0.9,0.2,416.8,1100,388.7,45.4,45.6,42.9,42.2,36,30.4,40.2,40.4,30.6,33.6,34.4,33.8,30,30,30,30,30,30,30,30
1697352695.55,0.06,0.26,0.26,0,1,131,0.3,0.3,0.2,260.2,1100,388.7,43.1,48.1,42.9,42.2,36,30.4,40.2,40.4,30.6,33.6,34.4,33.8,30,30,30,30,30,30,30,30
1697352695.65,0.05,0.26,0.27,0,1,133,0.6,0.6,0.2,402.7,1100,388.7,42.1,49.6,42.9,42.2,36.2,31.6,40.4,40.6,31.4,33.6,34.4,33.2,30,30,30,30,30,30,30,30
1697352695.75,0.05,0.26,0.27,0,1,133,0.6,0.6,0.2,402.7,1100,388.7,42.1,49.6,42.9,42.2,36.2,31.6,40.4,40.6,31.4,33.6,34.4,33.2,30,30,30,30,30,30,30,30
1697352695.85,0.05,0.26,0.27,0,1,133,0.6,0.6,0.2,402.7,1100,388.7,42.1,49.6,42.9,42.2,36.2,31.6,40.4,40.6,31.4,33.6,34.4,33.2,30,30,30,30,30,30,30,30
1697352695.95,0.05,0.08,0.09,0,0,134,0.6,0.6,0.2,243.8,1100,388.7,41,51.2,42.9,42.2,36.2,31.6,40.4,40.6,31.4,33.6,34.4,33.2,30,30,30,30,30,30,30,30
1697352696.05,0.05,0,0,0,0,134,1.2,1.2,0.2,236.3,1100,388.7,39.7,50.9,42.9,42.2,36.4,33.4,41,40.8,32.8,33.4,34.4,32.4,30,30,30,30,30,30,30,30
1697352696.15,0.06,0,0,0,0,134,0.6,0.6,0.2,224.7,1100,388.7,38.3,51,42.9,42.2,36.4,33.4,41,40.8,32.8,33.4,34.4,32.4,30,30,30,30,30,30,30,30
1697352696.25,0.05,0.22,0.22,0,1,134,1.5,1.5,0.2,220.2,1100,388.7,38.5,50.7,42.9,42.2,36.6,35,42.4,38.4,33,33.2,32.4,31,30,30,30,30,30,30,30,30
1697352696.35,0.05,0.22,0.22,0,1,134,1.5,1.5,0.2,220.2,1100,388.7,38.5,50.7,42.9,42.2,36.6,35,42.4,38.4,33,33.2,32.4,31,30,30,30,30,30,30,30,30
1697352696.45,0.04,0.43,0.43,0,1,134,0.3,0.3,0.2,631.5,1100,388.7,39.5,52.8,42.9,42.2,36.4,34.4,42.6,36.8,33.2,33.2,32,30,30,30,30,30,30,30,30,30
1697352696.55,0.05,0.49,0.49,0,1,134,0.9,0.9,0.2,237.5,1100,388.7,40.9,52.7,42.9,42.2,36.4,34.4,42.6,36.8,33.2,33.2,32,30,30,30,30,30,30,30,30,30
1697352696.65,0.04,0.46,0.46,0,1,132,0.3,0.3,0,252.7,1100,388.7,42.5,52.5,42.9,42.2,36.4,34.4,42.6,36.8,33.2,33.2,32,30,30,30,30,30,30,30,30,30
1697352696.75,0.05,0.45,0.45,0,1,131,0.9,0.9,0,263.7,1100,388.7,42.8,51.2,42.9,42.2,36.6,34.4,41.8,38.8,33.4,33.4,33.4,31.2,30,30,30,30,30,30,30,30
1697352696.85,0.05,0.45,0.45,0,1,131,0.9,0.9,0,263.7,1100,388.7,42.8,51.2,42.9,42.2,36.6,34.4,41.8,38.8,33.4,33.4,33.4,31.2,30,30,30,30,30,30,30,30
1697352696.95,0.04,0.25,0.25,0,1,131,0.3,0.3,15.7,283.4,1100,388.7,43.3,48.9,42.9,42.2,30,30,30,30,33.2,33.6,34.8,32.8,30,30,30,30,30,30,30,30
1697352697.05,0.05,0.23,0.22,0,1,131,0.3,0.3,15.7,286.5,1100,388.7,42.9,48.3,42.9,42.2,30,30,30,30,33.2,33.6,34.8,32.8,30,30,30,30,30,30,30,30
1697352697.15,0.05,0.28,0.28,0,1,130,0,0,15.7,294.3,1100,388.7,43.7,46.1,42.9,42.2,30,30,30,30,33.2,33.6,34.8,32.8,30,30,30,30,30,30,30,30
1697352697.25,0.04,0.31,0.3,0,1,130,0.3,0.3,15.7,302.3,1100,388.7,45,45.7,42.9,42.2,30,30,30,30,32,33.8,34.6,33.8,30,30,30,30,30,30,30,30
1697352697.35,0.04,0.31,0.3,0,1,130,0.3,0.3,15.7,302.3,1100,388.7,45,45.7,42.9,42.2,30,30,30,30,32,33.8,34.6,33.8,30,30,30,30,30,30,30,30
1697352697.45,0.04,0.31,0.3,0,1,130,0.3,0.3,15.7,302.3,1100,388.7,45,45.7,42.9,42.2,30,30,30,30,32,33.8,34.6,33.8,30,30,30,30,30,30,30,30
1697352697.55,0.05,0.3,0.31,0,1,130,1.2,1.2,15.7,309.6,1100,388.7,44.9,46.4,42.9,42.2,36.2,33.2,41,41,30.8,33.8,34.8,34,30,30,30,30,30,30,30,30
1697352697.65,0.05,0.3,0.3,0,1,130,0.6,0.6,15.7,313.8,1100,388.7,44.3,45.3,42.9,42.2,36,33,41,40.8,31,33.8,35,34.2,30,30,30,30,30,30,30,30
1697352697.75,0.05,0.24,0.24,0,1,130,0.6,0.6,15.7,319.2,1100,388.7,44.9,44.6,42.9,42.2,36,33,41,40.8,31,33.8,35,34.2,30,30,30,30,30,30,30,30
1697352697.85,0.04,0.13,0.13,0,1,130,0.6,0.6,15.7,321.1,1100,388.7,45,45.3,42.9,42.2,36,33,41,40.8,31,33.8,35,34.2,30,30,30,30,30,30,30,30
1697352697.95,0.04,0.13,0.13,0,1,130,0.6,0.6,15.7,321.1,1100,388.7,45,45.3,42.9,42.2,36,33,41,40.8,31,33.8,35,34.2,30,30,30,30,30,30,30,30
1697352698.05,0.04,0.13,0.13,0,1,130,0.6,0.6,15.7,321.1,1100,388.7,45,45.3,42.9,42.2,36,33,41,40.8,31,33.8,35,34.2,30,30,30,30,30,30,30,30
1697352698.15,0.04,0.15,0.15,0,1,129,0.6,0.6,15.7,323.9,1100,388.7,45.3,44.4,42.9,42.2,36,33,41,40.8,31,33.8,35,34.2,30,30,30,30,30,30,30,30
1697352698.25,0.05,0.16,0.16,0,1,128,0,0,15.7,899.2,1100,388.7,46.3,43.9,42.9,42.2,36.2,33.2,40.6,40.6,30.6,33.4,34.6,34.4,30,30,30,30,30,30,30,30
1697352698.35,0.05,0.23,0.23,0,1,129,0,0,15.7,329.2,1100,388.7,46.6,43.8,42.9,42.2,36.2,33.2,40.6,40.6,30.6,33.4,34.6,34.4,30,30,30,30,30,30,30,30
1697352698.45,0.06,0.2,0.2,0,1,129,0.9,0.9,15.7,332.2,1100,388.7,47.1,44.4,42.9,42.2,36,32.8,39.8,40.4,30.2,33,34.4,34,30,30,30,30,30,30,30,30
1697352698.55,0.06,0.2,0.2,0,1,129,0.9,0.9,15.7,332.2,1100,388.7,47.1,44.4,42.9,42.2,36,32.8,39.8,40.4,30.2,33,34.4,34,30,30,30,30,30,30,30,30
1697352698.65,0.05,0,0,0,0,118,0,0,15.7,536.7,1100,388.7,47.1,42.7,42.9,42.2,36,32.8,39.8,40.4,30.2,33,34.4,34,30,30,30,30,30,30,30,30
1697352698.75,0.05,0,0,0,0,115,0,0,15.7,520.3,1100,388.7,46.9,41.6,42.9,42.2,36,30.8,39.4,40.6,30,32.2,34.4,33.4,30,30,30,30,30,30,30,30
