time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697352167.35,-0.15,0.7,0.8,-1.9,-1.9,70.4,0.87,0.05,-0.02,-0.5
1697352167.36,-0.26,0.71,1.02,-1.9,-1.9,70.4,0.87,0.05,-0.02,-0.5
1697352167.37,-0.2,0.71,0.88,0,-3.1,69,0.87,0.05,-0.03,-0.49
1697352167.38,-0.22,0.68,0.84,0.5,-2.8,68.7,0.88,0.05,-0.03,-0.48
1697352167.39,-0.22,0.68,0.84,0.5,-2.8,68.7,0.88,0.05,-0.03,-0.48
1697352167.4,-0.38,0.78,1.18,1.5,-1,69.1,0.88,0.05,-0.03,-0.47
1697352167.41,-0.38,0.78,1.18,1.5,-1,69.1,0.88,0.05,-0.03,-0.47
1697352167.42,-0.36,0.85,1.04,1.9,0.5,70.1,0.88,0.05,-0.03,-0.46
1697352167.43,-0.36,0.85,1.04,2,0.8,70.4,0.89,0.05,-0.03,-0.46
1697352167.44,-0.36,0.91,0.71,1.8,2.2,72.3,0.89,0.05,-0.03,-0.46
1697352167.45,-0.36,0.83,0.99,1.4,3.3,74.3,0.89,0.05,-0.03,-0.45
1697352167.46,-0.26,0.76,0.87,1,4.1,76,0.9,0.05,-0.03,-0.44
1697352167.47,-0.25,0.81,0.83,0.5,4.1,76.7,0.9,0.05,-0.03,-0.43
1697352167.48,-0.23,0.81,0.9,-0.9,3.9,77.8,0.9,0.05,-0.03,-0.43
1697352167.49,-0.23,0.83,0.93,-1.2,2.8,78.1,0.9,0.05,-0.03,-0.42
1697352167.5,-0.17,0.81,0.86,0.2,1.2,77.5,0.91,0.05,-0.03,-0.41
1697352167.51,-0.24,0.7,1.07,1.1,0,77.3,0.91,0.05,-0.03,-0.41
1697352167.52,-0.02,0.64,0.76,1.3,-1,76.6,0.91,0.05,-0.03,-0.4
1697352167.53,0.13,0.53,0.94,0.3,-1.8,75.4,0.92,0.05,-0.03,-0.4
1697352167.54,0.13,0.55,0.99,-1.9,-2.5,73.7,0.92,0.05,-0.03,-0.39
1697352167.55,0.08,0.56,0.92,-4.8,-3.1,73,0.92,0.05,-0.03,-0.38
1697352167.56,0.11,0.7,1.22,-5.6,-3.3,71.9,0.92,0.05,-0.03,-0.38
1697352167.57,0.14,0.68,0.88,-5.9,-2.1,71.1,0.93,0.05,-0.03,-0.37
1697352167.58,0.14,0.68,0.88,-5.9,-2.1,71.1,0.93,0.05,-0.03,-0.37
1697352167.59,-0.21,0.86,1.02,-1.5,1.7,69.6,0.93,0.05,-0.03,-0.36
1697352167.6,-0.21,0.86,1.02,-1.5,1.7,69.6,0.93,0.05,-0.03,-0.36
1697352167.61,-0.21,0.86,1.02,-1.5,1.7,69.6,0.93,0.05,-0.03,-0.36
1697352167.62,-0.21,0.86,1.02,-1.5,1.7,69.6,0.93,0.05,-0.03,-0.36
1697352167.63,-0.21,0.86,1.02,-1.5,1.7,69.6,0.93,0.05,-0.03,-0.36
1697352167.64,-0.21,0.86,1.02,-1.5,1.7,69.6,0.93,0.05,-0.03,-0.36
