time,bse,apps1,apps2,brake_micro,accelerator_micro,steer_angle,front_break_pressure,rear_break_pressure,front_left_wheel_speed,front_right_wheel_speed,rear_left_wheel_speed,rear_right_wheel_speed,front_left_suspension_travel,front_right_suspension_travel,rear_left_suspension_travel,rear_right_suspension_travel,front_left_tire_temp_1,front_left_tire_temp_2,front_left_tire_temp_3,front_left_tire_temp_4,front_right_tire_temp_1,front_right_tire_temp_2,front_right_tire_temp_3,front_right_tire_temp_4,rear_left_tire_temp_1,rear_left_tire_temp_2,rear_left_tire_temp_3,rear_left_tire_temp_4,rear_right_tire_temp_1,rear_right_tire_temp_2,rear_right_tire_temp_3,rear_right_tire_temp_4
1697352167.35,0.12,0.01,0.01,1,0,74,0,0,0,236,168.4,225,45.4,41.3,44.4,41.9,37.4,30,33,36.4,30,34.6,36,35.4,30,30,30,30,30,30,30,30
1697352167.45,0.1,0.16,0.16,1,1,65,0,0,0,232.7,168.4,225,47.6,40.2,44.4,41.9,37.4,30.2,30,34.6,30,31.6,35.4,35.4,30,30,30,30,30,30,30,30
1697352167.55,0.08,0.33,0.34,1,1,65,0,0,0,230.2,168.4,225,49.2,41.8,44.4,41.9,37.4,30.2,30,34.6,30,31.6,35.4,35.4,30,30,30,30,30,30,30,30
1697352167.65,0.08,0.33,0.34,1,1,65,0,0,0,230.2,168.4,225,49.2,41.8,44.4,41.9,37.4,30.2,30,34.6,30,31.6,35.4,35.4,30,30,30,30,30,30,30,30
1697352167.75,0.08,0.26,0.26,1,1,65,0,0,0,232.1,168.4,225,48.8,44,44.4,41.9,37.4,30.6,30,32.6,30,30.2,35,35.6,30,30,30,30,30,30,30,30
1697352167.85,0.08,0.38,0.38,1,1,65,0,0,0,237,168.4,225,48,43.4,44.4,41.9,37.4,30.6,30,32.6,30,30.2,35,35.6,30,30,30,30,30,30,30,30
1697352167.95,0.08,0.49,0.49,1,1,65,0,0,0,237.1,168.4,225,48.7,43.2,44.4,41.9,36.4,30.4,30,32.6,30,30.2,34.4,36.4,30,30,30,30,30,30,30,30
1697352168.05,0.09,0.57,0.57,1,1,65,0,0,0,243.4,168.4,225,49.7,43.9,44.4,41.9,36.4,30.4,30,32.6,30,30.2,34.4,36.4,30,30,30,30,30,30,30,30
1697352168.15,0.09,0.57,0.57,1,1,65,0,0,0,243.4,168.4,225,49.7,43.9,44.4,41.9,36.4,30.4,30,32.6,30,30.2,34.4,36.4,30,30,30,30,30,30,30,30
1697352168.25,0.08,0.53,0.53,1,1,65,0,0,0,259.2,168.4,225,50.6,44.1,44.4,41.9,36,30.8,30,32.4,30,30.2,34.2,37.2,30,30,30,30,30,30,30,30
1697352168.35,0.09,0.38,0.37,1,1,65,0,0,0,266,168.4,225,50.8,44,44.4,41.9,36,30.2,30,32.2,30,30,34.4,36.8,30,30,30,30,30,30,30,30
1697352168.45,0.08,0.42,0.42,1,1,65,0,0,0,267.6,168.4,225,51,42.8,44.4,41.9,36,30.2,30,32.2,30,30,34.4,36.8,30,30,30,30,30,30,30,30
1697352168.55,0.08,0.53,0.52,1,1,65,0,0,0,271.3,168.4,225,51.1,42.5,44.4,41.9,36,30.2,30,32.2,30,30,34.4,36.8,30,30,30,30,30,30,30,30
1697352168.65,0.08,0.53,0.52,1,1,65,0,0,0,271.3,168.4,225,51.1,42.5,44.4,41.9,36,30.2,30,32.2,30,30,34.4,36.8,30,30,30,30,30,30,30,30
1697352168.75,0.08,0.52,0.52,1,1,65,0,0,0,287,168.4,225,52,42.8,44.4,41.9,36,30,30,32,30,30,34.6,36.4,30,30,30,30,30,30,30,30
1697352168.85,0.09,0.5,0.5,1,1,65,0,0,0,282.7,168.4,225,52,42.6,44.4,41.9,35.4,30,30,32,30,30,35,36.4,30,30,30,30,30,30,30,30
1697352168.95,0.08,0.47,0.46,1,1,65,0,0,0,297.2,168.4,225,51.8,43.1,44.4,41.9,35.4,30,30,32,30,30,35,36.4,30,30,30,30,30,30,30,30
1697352169.05,0.08,0.47,0.46,1,1,65,0,0,0,297.2,168.4,225,51.8,43.1,44.4,41.9,35.4,30,30,32,30,30,35,36.4,30,30,30,30,30,30,30,30
1697352169.15,0.08,0.46,0.46,1,1,66,0.3,0.3,0,302,168.4,225,50.9,42.4,44.4,41.9,35.4,30,30,32,30,30,35,36.4,30,30,30,30,30,30,30,30
1697352169.25,0.08,0.46,0.46,1,1,66,0.3,0.3,0,302,168.4,225,50.9,42.4,44.4,41.9,35.4,30,30,32,30,30,35,36.4,30,30,30,30,30,30,30,30
1697352169.35,0.06,0.37,0.38,0,1,98,0,0,0,278.1,168.4,225,46.9,46.5,44.4,41.9,35.4,30,30,32,30,30,35,36.6,30,30,30,30,30,30,30,30
1697352169.45,0.06,0.38,0.38,0,1,111,0.6,0.6,0,279.2,168.4,225,46.2,45.8,44.4,41.9,35.4,30,32,33.4,30,30.2,35.4,36.4,30,30,30,30,30,30,30,30
1697352169.55,0.06,0.38,0.38,0,1,119,1.2,1.2,0,273.1,168.4,225,45.5,47.6,44.4,41.9,35.4,30,32,33.4,30,30.2,35.4,36.4,30,30,30,30,30,30,30,30
1697352169.65,0.06,0.34,0.34,0,1,120,0.9,0.9,0,277.1,168.4,225,42.4,47.7,44.4,41.9,35.8,30,36.2,35.8,30,35.4,36.6,35.4,30,30,30,30,30,30,30,30
1697352169.75,0.06,0.34,0.34,0,1,120,0.9,0.9,0,277.1,168.4,225,42.4,47.7,44.4,41.9,35.8,30,36.2,35.8,30,35.4,36.6,35.4,30,30,30,30,30,30,30,30
1697352169.85,0.06,0.22,0.22,0,0,121,1.2,1.2,0,278,168.4,225,41.4,47,44.4,41.9,35.8,30,36.2,35.8,30,35.4,36.6,35.4,30,30,30,30,30,30,30,30
1697352169.95,0.06,0.22,0.22,0,0,121,1.2,1.2,0,275.4,168.4,225,41.2,49.2,44.4,41.9,36,31.2,36.4,36.4,31.2,37.2,36.8,34.6,30,30,30,30,30,30,30,30
1697352170.05,0.06,0.21,0.21,0,0,121,0,0,0,273.7,467.2,272.6,41.4,49.1,42.5,42.9,36,31.2,36.4,36.4,31.2,37.2,36.8,34.6,30,30,30,30,30,30,30,30
