time,torque_command,torque_feedback,motor_speed,dc_bus_voltage,dc_bus_current,control_board_temperature,hot_spot_temperature,motor_temperature
1697354715.25,0.8,0.8,962,265.9,0.4,40.1,34.1,39.4
1697354715.26,0.8,0.8,962,265.9,0.4,40.1,34.1,39.4
1697354715.27,0.8,0.8,962,265.9,0.4,40.1,34.1,39.4
1697354715.28,0.8,0.8,962,265.9,0.4,40.1,34.1,39.4
1697354715.29,0.8,0.8,962,265.9,0.4,40.1,34.1,39.4
1697354715.3,0.8,0.8,962,265.9,0.4,40.1,34.1,39.4
1697354715.31,0.8,0.8,962,265.9,0.4,40.1,34.1,39.4
1697354715.32,0.8,0.8,962,265.9,0.4,40.1,34.1,39.4
1697354715.33,0.9,0.9,904,265.9,0.3,39.8,34.1,39.4
1697354715.34,0.9,0.9,907,266,0.3,39.8,34.1,39.5
1697354715.35,0.9,0.9,909,265.8,0.3,39.8,34.1,39.5
1697354715.36,0.9,0.9,899,266,0.3,39.8,34.1,39.5
1697354715.37,0.9,0.9,899,265.8,0.3,39.8,34.1,39.5
1697354715.38,0.9,0.9,908,265.9,0.3,39.8,34.1,39.5
1697354715.39,0.9,1,906,265.8,0.3,39.8,34.1,39.5
1697354715.4,0.9,1,894,265.9,0.3,39.8,34.1,39.5
1697354715.41,1.1,1,906,265.9,0.3,39.8,34.1,39.5
1697354715.42,1.1,1,901,266,0.4,39.9,34.1,39.5
1697354715.43,1.2,1,890,265.7,0.4,39.9,34.1,39.5
1697354715.44,1.4,1.1,892,266,0.4,39.9,34.1,39.5
1697354715.45,1.6,1.2,904,265.9,0.4,39.9,34.1,39.5
1697354715.46,1.9,1.3,899,265.9,0.7,39.9,34.1,39.5
1697354715.47,2.2,1.5,890,265.9,0.7,39.9,34.1,39.5
1697354715.48,2.5,1.7,906,265.9,1,39.9,34.1,39.5
1697354715.49,3.1,1.9,899,265.6,1,39.9,34.1,39.5
1697354715.5,3.6,2.2,891,265.6,1.5,39.9,34.1,39.5
1697354715.51,4,2.6,902,265.7,1.5,39.9,34.1,39.5
1697354715.52,4.8,3.1,911,265.7,2.1,39.9,34.1,39.5
1697354715.53,5.4,3.6,905,265.5,2.1,39.9,34.1,39.5
1697354715.54,6.1,4.2,910,265.4,2.7,40,34.1,39.5
1697354715.55,6.7,4.9,922,265.5,2.7,40,34.1,39.4
1697354715.56,7.2,5.3,919,265.4,3.4,40,34.1,39.4
1697354715.57,7.9,6,927,265.4,3.4,40,34.1,39.4
1697354715.58,8.6,6.9,954,265.3,3.4,40,34.1,39.4
1697354715.59,9.1,7.5,960,265.2,4.1,39.9,34.1,39.4
1697354715.6,9.8,8.4,977,265.2,4.1,39.9,34.1,39.4
1697354715.61,10.3,9.1,1001,265.1,4.8,39.9,34.1,39.4
