time,bse,apps1,apps2,brake_micro,accelerator_micro,steer_angle,front_break_pressure,rear_break_pressure,front_left_wheel_speed,front_right_wheel_speed,rear_left_wheel_speed,rear_right_wheel_speed,front_left_suspension_travel,front_right_suspension_travel,rear_left_suspension_travel,rear_right_suspension_travel,front_left_tire_temp_1,front_left_tire_temp_2,front_left_tire_temp_3,front_left_tire_temp_4,front_right_tire_temp_1,front_right_tire_temp_2,front_right_tire_temp_3,front_right_tire_temp_4,rear_left_tire_temp_1,rear_left_tire_temp_2,rear_left_tire_temp_3,rear_left_tire_temp_4,rear_right_tire_temp_1,rear_right_tire_temp_2,rear_right_tire_temp_3,rear_right_tire_temp_4
1697354715.25,0.04,0.01,0.01,0,0,72,0.9,0.9,0,258.3,431.3,285.1,46.6,41.2,43.2,41.9,36.6,30.6,37.4,39,30.2,33,34,32.6,30,30,30,30,30,30,30,30
1697354715.35,0.04,0.01,0.02,0,0,66,0.9,0.9,0,256.2,431.3,285.1,48.2,40.4,43.2,41.9,36.8,30,32.4,37.4,30,31.6,34.2,33,30,30,30,30,30,30,30,30
1697354715.45,0.04,0.06,0.06,0,0,66,1.2,1.2,0,253.1,431.3,285.1,48.3,39.9,43.2,41.9,36.8,30,32.4,37.4,30,31.6,34.2,33,30,30,30,30,30,30,30,30
1697354715.55,0.04,0.14,0.15,0,0,66,1.2,1.2,0,388.4,431.3,285.1,48.3,40.9,43.2,41.9,36.6,31,30,35.2,30,30.6,34,32.8,30,30,30,30,30,30,30,30
1697354715.65,0.04,0.16,0.17,0,0,66,0.6,0.6,0,244.2,431.3,285.1,47.6,41.9,43.2,41.9,36.6,31,30,35.2,30,30.6,34,32.8,30,30,30,30,30,30,30,30
1697354715.75,0.04,0.16,0.17,0,0,66,0.6,0.6,0,244.2,431.3,285.1,47.6,41.9,43.2,41.9,36.6,31,30,35.2,30,30.6,34,32.8,30,30,30,30,30,30,30,30
1697354715.85,0.03,0.2,0.21,0,0,66,0,0,0,236.2,431.3,285.1,47.6,41.5,43.2,41.9,36.4,31.2,30,34.8,30,30.2,34.2,32.6,30,30,30,30,30,30,30,30
1697354715.95,0.04,0.22,0.22,0,0,66,0.6,0.6,0,231.3,431.3,285.1,48.3,41.6,43.2,41.9,36.6,31.2,30.2,35,30,30.2,33.6,32.8,30,30,30,30,30,30,30,30
1697354716.05,0.04,0.26,0.26,0,0,66,0.3,0.3,0,228.7,431.3,285.1,48.2,42.4,43.2,41.9,36.6,31.2,30.2,35,30,30.2,33.6,32.8,30,30,30,30,30,30,30,30
1697354716.15,0.04,0.26,0.26,0,0,66,0.3,0.3,0,228.7,431.3,285.1,48.2,42.4,43.2,41.9,36.6,31.2,30.2,35,30,30.2,33.6,32.8,30,30,30,30,30,30,30,30
1697354716.25,0.04,0.26,0.26,0,0,66,0.3,0.3,0,228.7,431.3,285.1,48.2,42.4,43.2,41.9,36.6,31.2,30.2,35,30,30.2,33.6,32.8,30,30,30,30,30,30,30,30
1697354716.35,0.04,0.26,0.26,0,0,66,0.3,0.3,0,228.7,431.3,285.1,48.2,42.4,43.2,41.9,36.6,31.2,30.2,35,30,30.2,33.6,32.8,30,30,30,30,30,30,30,30
1697354716.45,0.04,0.33,0.34,0,1,66,1.5,1.5,0,226,431.3,285.1,47.1,43.2,43.2,41.9,37.4,31.4,30.6,35.2,30,30,33.4,33.2,30,30,30,30,30,30,30,30
1697354716.55,0.04,0.34,0.34,0,1,66,0.9,0.9,0,227.7,431.3,285.1,47.5,42.7,43.2,41.9,38.8,33.2,31.2,36.4,30,30,33,32.4,30,30,30,30,30,30,30,30
1697354716.65,0.04,0.34,0.34,0,1,66,0.6,0.6,0,228.1,431.3,285.1,49.1,43.1,43.2,41.9,38.8,33.2,31.2,36.4,30,30,33,32.4,30,30,30,30,30,30,30,30
1697354716.75,0.04,0.34,0.34,0,1,66,0.6,0.6,0,228.1,431.3,285.1,49.1,43.1,43.2,41.9,38.8,33.2,31.2,36.4,30,30,33,32.4,30,30,30,30,30,30,30,30
1697354716.85,0.04,0.34,0.34,0,1,66,0.6,0.6,0,228.1,431.3,285.1,49.1,43.1,43.2,41.9,38.8,33.2,31.2,36.4,30,30,33,32.4,30,30,30,30,30,30,30,30
1697354716.95,0.04,0.34,0.34,0,1,66,0.6,0.6,0,228.3,431.3,285.1,48.5,42.8,43.2,41.9,41.2,34,31.6,40.4,30.2,30,33,32.4,30,30,30,30,30,30,30,30
1697354717.05,0.04,0.38,0.38,0,1,66,0.3,0.3,0,229.1,431.3,285.1,48.1,42.8,43.2,41.9,38.8,30.6,30,32.8,30.6,31.4,33.4,32.2,30,30,30,30,30,30,30,30
