time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697354715.25,-0.3,1.04,0.83,-2.3,0.2,79.2,0.71,0.01,-0.01,-0.7
1697354715.26,-0.3,1.04,0.83,-2.3,0.2,79.2,0.71,0.01,-0.01,-0.7
1697354715.27,-0.3,1.04,0.83,-2.3,0.2,79.2,0.71,0.01,-0.01,-0.7
1697354715.28,-0.3,1.04,0.83,-2.3,0.2,79.2,0.71,0.01,-0.01,-0.7
1697354715.29,-0.3,1.04,0.83,-2.3,0.2,79.2,0.71,0.01,-0.01,-0.7
1697354715.3,-0.3,1.04,0.83,-2.3,0.2,79.2,0.71,0.01,-0.01,-0.7
1697354715.31,-0.3,1.04,0.83,-2.3,0.2,79.2,0.71,0.01,-0.01,-0.7
1697354715.32,-0.3,1.04,0.83,-2.3,0.2,79.2,0.71,0.01,-0.01,-0.7
1697354715.33,-0.32,0.95,1.11,0.5,3.9,86.1,0.77,0.02,-0.01,-0.63
1697354715.34,-0.27,0.89,0.96,0.9,3.3,86.1,0.78,0.02,-0.01,-0.63
1697354715.35,-0.25,0.83,0.98,0.7,2.8,85.9,0.78,0.02,-0.01,-0.62
1697354715.36,-0.21,0.85,0.89,0.3,1.8,85.6,0.79,0.02,-0.01,-0.61
1697354715.37,-0.27,0.84,1.07,-0.5,0.9,85.2,0.79,0.02,-0.01,-0.61
1697354715.38,-0.27,0.82,0.8,-1.4,0.5,84.6,0.8,0.02,-0.01,-0.6
1697354715.39,-0.3,0.87,0.98,-1.5,0.1,84,0.8,0.02,-0.01,-0.6
1697354715.4,-0.23,0.88,0.79,-2.1,0.1,83.7,0.81,0.02,-0.01,-0.59
1697354715.41,-0.33,0.78,1.25,-2.7,0.8,82.7,0.81,0.02,-0.01,-0.58
1697354715.42,-0.37,0.92,1.19,-3.4,0.6,82.1,0.82,0.02,-0.01,-0.58
1697354715.43,-0.27,0.88,0.8,-3.8,1.5,81.6,0.82,0.01,-0.01,-0.57
1697354715.44,-0.33,0.9,1.22,-2.5,2.2,81.1,0.82,0.01,-0.01,-0.57
1697354715.45,-0.3,0.95,1.07,-1.5,2.5,80.8,0.83,0.01,-0.01,-0.56
1697354715.46,-0.17,0.83,0.85,-1.5,2.5,80.8,0.83,0.01,-0.01,-0.55
1697354715.47,-0.31,0.83,1.11,0.6,3.3,80.9,0.84,0.01,-0.01,-0.55
1697354715.48,-0.32,0.8,1.15,0.5,3.5,81.1,0.84,0.01,-0.01,-0.54
1697354715.49,-0.32,0.8,1.14,0.5,3.5,81.1,0.84,0.01,-0.01,-0.54
1697354715.5,-0.32,0.8,1.14,-1.2,3.8,81.4,0.85,0.01,-0.01,-0.53
1697354715.51,-0.22,0.86,0.97,-2.5,3.6,81.6,0.85,0.01,-0.01,-0.53
1697354715.52,-0.26,0.8,1.26,-2.7,3.2,81.7,0.85,0.01,-0.01,-0.52
1697354715.53,-0.25,0.88,1.3,-1.9,2.7,81.7,0.86,0.01,-0.01,-0.52
1697354715.54,-0.17,0.87,0.81,-0.6,2.5,81.6,0.86,0.01,-0.01,-0.5
1697354715.55,-0.22,0.81,0.79,0.1,2,81.3,0.87,0.01,-0.01,-0.5
1697354715.56,-0.24,0.77,0.87,0.6,1.7,80.9,0.87,0.01,-0.01,-0.49
1697354715.57,-0.18,0.74,0.89,0,1.5,80.6,0.87,0.01,-0.01,-0.49
1697354715.58,-0.2,0.73,0.77,-0.7,1.3,79.9,0.87,0.01,-0.01,-0.48
1697354715.59,-0.22,0.73,0.91,-1,1.3,79.4,0.88,0.01,-0.01,-0.48
1697354715.6,-0.28,0.75,0.93,-0.7,1.4,79.1,0.88,0.01,-0.01,-0.47
1697354715.61,-0.27,0.74,1.02,-0.2,1.5,78.6,0.88,0.01,-0.01,-0.47
1697354715.62,-0.25,0.8,1.1,0.3,2.2,78.4,0.89,0.01,-0.01,-0.46
1697354715.63,-0.28,0.71,0.93,0,2.3,78,0.89,0.01,-0.01,-0.45
1697354715.64,-0.31,0.77,0.92,-0.4,2.5,77.7,0.89,0.01,-0.01,-0.45
1697354715.65,-0.23,0.74,1.03,-0.8,2.6,77.6,0.9,0.01,-0.01,-0.44
1697354715.66,0.08,0.72,0.8,-1.3,2.2,76.9,0.9,0.01,-0.01,-0.44
1697354715.67,-0.04,0.73,1.17,-1.5,1.4,76.2,0.9,0.01,-0.01,-0.43
1697354715.68,0.01,0.79,1.32,-0.1,0.4,75.6,0.91,0.01,-0.01,-0.42
1697354715.69,0.04,0.86,0.94,-0.1,0.4,75.6,0.91,0.01,-0.01,-0.42
1697354715.7,-0.18,0.82,1.11,2.5,-0.1,75.8,0.91,0.01,-0.01,-0.4
1697354715.71,-0.26,0.7,0.8,1,1.1,76.7,0.91,0.01,-0.01,-0.4
1697354715.72,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.73,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.74,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.75,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.76,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.77,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.78,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.79,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.8,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.81,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.82,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.83,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
1697354715.84,-0.33,0.72,0.85,1,1.1,76.7,0.92,0.01,-0.01,-0.4
