time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697353399.15,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.16,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.17,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.18,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.19,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.2,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.21,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.22,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.23,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.24,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.25,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.26,-0.35,0.45,0.89,0.7,1,44.7,0.9,0.05,0.03,-0.44
1697353399.27,-0.03,0.56,0.93,0,2.7,51.4,0.97,0.05,0.02,-0.22
1697353399.28,-0.3,0.39,1.02,0,2.7,51.4,0.97,0.05,0.02,-0.22
1697353399.29,-0.24,0.52,0.84,-1.2,3.8,53.1,0.97,0.05,0.02,-0.22
1697353399.3,-0.2,0.48,1,-2.3,5.8,56,0.98,0.05,0.02,-0.21
1697353399.31,-0.17,0.51,0.75,-2.1,6.2,57.2,0.98,0.05,0.02,-0.21
1697353399.32,-0.17,0.51,0.75,-2.1,6.2,57.2,0.98,0.05,0.02,-0.21
1697353399.33,-0.1,0.36,0.97,-0.6,6.3,56.8,0.98,0.05,0.02,-0.2
1697353399.34,-0.1,0.36,0.97,-0.6,6.3,56.8,0.98,0.05,0.02,-0.2
1697353399.35,0.12,0.25,1.34,-0.5,5.7,56,0.98,0.05,0.02,-0.19
1697353399.36,0.12,0.25,1.34,-0.4,4.7,53.6,0.98,0.05,0.02,-0.18
1697353399.37,0.27,0.36,0.91,-0.7,3.5,51.7,0.98,0.05,0.03,-0.18
1697353399.38,0.29,0.37,0.78,-0.7,2.8,49.9,0.98,0.05,0.03,-0.18
1697353399.39,0.12,0.45,0.96,-0.9,2.2,49,0.98,0.05,0.03,-0.17
1697353399.4,0.08,0.46,0.82,-1.3,2.5,49.2,0.98,0.05,0.03,-0.17
1697353399.41,-0.13,0.49,0.82,-1.8,3.6,50,0.98,0.05,0.03,-0.16
1697353399.42,-0.25,0.54,0.83,-2.5,4.7,51.7,0.99,0.05,0.03,-0.16
1697353399.43,-0.24,0.42,1.21,-3.2,5.6,53.4,0.99,0.05,0.03,-0.15
1697353399.44,-0.21,0.48,1.02,-3.2,6.5,55.3,0.99,0.05,0.03,-0.15
1697353399.45,-0.21,0.44,1.24,-2.5,6.5,56,0.99,0.05,0.03,-0.14
1697353399.46,-0.13,0.36,0.95,-1.5,6.2,56.2,0.99,0.05,0.03,-0.14
1697353399.47,-0.17,0.3,1.08,-1.2,5.7,56,0.99,0.05,0.03,-0.13
1697353399.48,-0.07,0.31,0.92,-1.4,5.2,55.2,0.99,0.05,0.03,-0.13
1697353399.49,-0.01,0.28,0.93,-1.4,4.2,54,0.99,0.05,0.03,-0.13
1697353399.5,-0.02,0.37,0.84,-0.8,3.3,52.9,0.99,0.05,0.03,-0.12
1697353399.51,-0.01,0.37,0.86,0.1,2.4,52,0.99,0.05,0.03,-0.11
1697353399.52,-0.04,0.37,0.83,0.3,2.2,51.7,0.99,0.05,0.03,-0.11
1697353399.53,-0.08,0.4,0.99,0.7,1.2,50.9,0.99,0.05,0.03,-0.11
1697353399.54,-0.12,0.37,1.02,0.3,0.4,50.5,0.99,0.05,0.03,-0.1
1697353399.55,-0.09,0.39,0.91,-0.7,0.6,50.2,0.99,0.05,0.03,-0.1
1697353399.56,-0.2,0.41,1.11,-1.7,0.5,50.3,0.99,0.05,0.03,-0.1
1697353399.57,-0.14,0.38,0.94,-2.1,0.7,50.6,0.99,0.05,0.03,-0.09
1697353399.58,-0.18,0.4,1.01,-2.2,1.3,51,0.99,0.05,0.03,-0.09
1697353399.59,-0.16,0.36,0.91,-2.2,1.3,51,0.99,0.05,0.03,-0.09
1697353399.6,-0.17,0.38,1.16,-1.9,3,51.9,1,0.05,0.03,-0.07
1697353399.61,-0.09,0.35,0.87,-1,2.9,52,1,0.05,0.03,-0.07
