time,bse,apps1,apps2,brake_micro,accelerator_micro,steer_angle,front_break_pressure,rear_break_pressure,front_left_wheel_speed,front_right_wheel_speed,rear_left_wheel_speed,rear_right_wheel_speed,front_left_suspension_travel,front_right_suspension_travel,rear_left_suspension_travel,rear_right_suspension_travel,front_left_tire_temp_1,front_left_tire_temp_2,front_left_tire_temp_3,front_left_tire_temp_4,front_right_tire_temp_1,front_right_tire_temp_2,front_right_tire_temp_3,front_right_tire_temp_4,rear_left_tire_temp_1,rear_left_tire_temp_2,rear_left_tire_temp_3,rear_left_tire_temp_4,rear_right_tire_temp_1,rear_right_tire_temp_2,rear_right_tire_temp_3,rear_right_tire_temp_4
1697353399.15,0.11,0,0,1,0,100,4.2,4.2,16.9,205.5,164.6,200.1,43.5,42.9,44,42.1,35,30.4,37.8,40.2,30,32,33.4,32.2,30,30,30,30,30,30,30,30
1697353399.25,0.08,0.21,0.2,0,1,77,0,0,16.9,184.1,164.6,200.1,48.4,43,44,42.1,34.8,30.6,30,36.4,30,30,33,32.4,30,30,30,30,30,30,30,30
1697353399.35,0.07,0.16,0.16,0,1,77,0,0,16.9,181.4,2312.8,174.7,48.3,43.1,43.7,42.3,34.8,30.6,30,36.4,30,30,33,32.4,30,30,30,30,30,30,30,30
1697353399.45,0.07,0.08,0.08,0,1,77,0,0,16.9,181.8,1301,173.7,47,43.8,43.8,42.3,34.8,30.6,30,36.4,30,30,33,32.4,30,30,30,30,30,30,30,30
1697353399.55,0.07,0.09,0.09,0,1,77,0.9,0.9,16.9,177,1301,173.7,46.6,44.2,43.8,42.3,35,30.6,30,36,30,30,32.6,32.6,30,30,30,30,30,30,30,30
1697353399.65,0.07,0.09,0.09,0,1,77,0.9,0.9,16.9,177,1301,173.7,46.6,44.2,43.8,42.3,35,30.6,30,36,30,30,32.6,32.6,30,30,30,30,30,30,30,30
1697353399.75,0.07,0.08,0.08,0,1,77,0.9,0.9,16.9,173.4,1502.1,166,46.3,44.1,43.8,42.2,35.6,31.2,30,36,30,30,32.6,33,30,30,30,30,30,30,30,30
1697353399.85,0.08,0.08,0.08,0,1,77,0,0,16.9,172.1,189.9,165.3,46.3,44.3,43.8,42.2,35.6,31.2,30,36,30,30,32.6,33,30,30,30,30,30,30,30,30
1697353399.95,0.07,0.08,0.08,0,1,77,0.3,0.3,16.9,168.2,-2689.2,161.8,46.5,44.8,43.4,42.3,35.8,30.6,30,35.8,30,30,32.6,32.8,30,30,30,30,30,30,30,30
1697353400.05,0.07,0.08,0.08,0,1,77,0.3,0.3,16.9,168.2,-2689.2,161.8,46.5,44.8,43.4,42.3,35.8,30.6,30,35.8,30,30,32.6,32.8,30,30,30,30,30,30,30,30
1697353400.15,0.07,0,0,0,0,77,0.9,0.9,16.9,163.8,630.9,156.1,44.8,46,43.9,42.2,35.8,30.6,30,35.8,30,30,32.6,32.8,30,30,30,30,30,30,30,30
1697353400.25,0.06,0.05,0.05,0,1,77,0.9,0.9,16.9,415.9,114.4,149.2,43.6,45.9,43.9,42.2,35.4,30.2,30,35.8,30,30,32.6,32.8,30,30,30,30,30,30,30,30
1697353400.35,0.08,0.18,0.18,0,1,77,1.5,1.5,16.9,153.7,881.8,146.6,43.1,47.5,43.9,42,35.4,30.2,30,35.8,30,30,32.6,32.8,30,30,30,30,30,30,30,30
1697353400.45,0.07,0.22,0.23,0,1,77,0.9,0.9,16.9,156.6,529.5,150,43.4,47.7,43.9,42.1,35.4,30,30,35.6,30,30,32.6,33,30,30,30,30,30,30,30,30
1697353400.55,0.07,0.22,0.23,0,1,77,0.9,0.9,16.9,156.6,529.5,150,43.4,47.7,43.9,42.1,35.4,30,30,35.6,30,30,32.6,33,30,30,30,30,30,30,30,30
1697353400.65,0.07,0.22,0.23,0,1,77,0.9,0.9,16.9,156.6,529.5,150,43.4,47.7,43.9,42.1,35.4,30,30,35.6,30,30,32.6,33,30,30,30,30,30,30,30,30
1697353400.75,0.06,0.26,0.25,0,1,77,0.6,0.6,16.9,162.4,529.5,150,44.9,47.4,43.9,42.1,35.4,30,30,35.6,30,30,32.6,33,30,30,30,30,30,30,30,30
1697353400.85,0.06,0.26,0.26,0,1,77,0.3,0.3,16.9,166.2,188.1,157.6,45.8,46,43.7,42.1,36.4,30,30,36.2,30,30,32.6,33,30,30,30,30,30,30,30,30
