time,bse,apps1,apps2,brake_micro,accelerator_micro,steer_angle,front_break_pressure,rear_break_pressure,front_left_wheel_speed,front_right_wheel_speed,rear_left_wheel_speed,rear_right_wheel_speed,front_left_suspension_travel,front_right_suspension_travel,rear_left_suspension_travel,rear_right_suspension_travel,front_left_tire_temp_1,front_left_tire_temp_2,front_left_tire_temp_3,front_left_tire_temp_4,front_right_tire_temp_1,front_right_tire_temp_2,front_right_tire_temp_3,front_right_tire_temp_4,rear_left_tire_temp_1,rear_left_tire_temp_2,rear_left_tire_temp_3,rear_left_tire_temp_4,rear_right_tire_temp_1,rear_right_tire_temp_2,rear_right_tire_temp_3,rear_right_tire_temp_4
1697352469.35,0.06,0,0,0,0,65,0,0,0.1,282.4,204.9,274.5,52.2,41.1,44.5,41.2,35.8,30.2,30,35.6,30.2,30.6,34.8,34.4,30,30,30,30,30,30,30,30
1697352469.45,0.06,0,0,0,0,65,0,0,0.1,282.4,459,258.7,52.2,41.1,44.7,41.1,35.8,30.2,30,35.6,30.2,30.6,34.8,34.4,30,30,30,30,30,30,30,30
1697352469.55,0.07,0.28,0.28,0,1,65,0,0,0.1,272.8,459,258.7,49.4,40.5,44.7,41.1,35.8,30.2,30,35.6,30.2,30.6,34.8,34.4,30,30,30,30,30,30,30,30
1697352469.65,0.06,0.33,0.33,0,1,65,0,0,0.1,269.9,459,258.7,50,43,44.7,41.1,35.8,30.2,30,35.6,30.2,30.6,34.8,34.4,30,30,30,30,30,30,30,30
1697352469.75,0.06,0.33,0.33,0,1,65,0,0,0.1,269.9,459,258.7,50,43,44.7,41.1,35.8,30.2,30,35.6,30.2,30.6,34.8,34.4,30,30,30,30,30,30,30,30
1697352469.85,0.06,0.33,0.33,0,1,65,0,0,0.1,269.9,-2167,261.1,50,43,44.6,41.4,35.8,30.2,30,35.6,30.2,30.6,34.8,34.4,30,30,30,30,30,30,30,30
1697352469.95,0.08,0.35,0.35,0,1,65,0,0,0.1,271.5,635.4,256.9,50.9,42.9,44.4,41.4,35.4,30.6,30,34,30,30,34.4,35.4,30,30,30,30,30,30,30,30
1697352470.05,0.06,0.4,0.39,0,1,65,0,0,0.1,272.3,824.6,266.6,50.7,42.8,44.7,41.1,35.4,30.6,30,34,30,30,34.4,35.4,30,30,30,30,30,30,30,30
1697352470.15,0.06,0.4,0.4,0,1,65,0,0,0.1,281,1429,266.8,50.3,43.4,44.8,41.3,35.4,30.6,30,34,30,30,34.4,35.4,30,30,30,30,30,30,30,30
1697352470.25,0.06,0.4,0.4,0,1,65,0,0,0.1,281,1429,266.8,50.3,43.4,44.8,41.3,35.4,30.6,30,34,30,30,34.4,35.4,30,30,30,30,30,30,30,30
1697352470.35,0.06,0.4,0.4,0,1,65,0,0,0.1,281,1429,266.8,50.3,43.4,44.8,41.3,35.4,30.6,30,34,30,30,34.4,35.4,30,30,30,30,30,30,30,30
1697352470.45,0.06,0.42,0.43,0,1,65,0,0,0.1,287,429.4,283.8,52.2,41,44.6,41.4,35.2,30,30,34.2,30,30.2,34.2,35,30,30,30,30,30,30,30,30
1697352470.55,0.06,0.41,0.41,0,1,66,0,0,0.1,291.9,771.3,278.2,52.6,42.1,44.5,41.3,35.2,30,30,34.2,30,30.2,34.2,35,30,30,30,30,30,30,30,30
1697352470.65,0.06,0.42,0.42,0,1,66,0,0,0.1,292.9,771.3,278.2,51.9,41.6,44.5,41.3,35,30,30,34,30,30,34.2,35,30,30,30,30,30,30,30,30
1697352470.75,0.06,0.42,0.42,0,1,66,0,0,0.1,292.9,771.3,278.2,51.9,41.6,44.5,41.3,35,30,30,34,30,30,34.2,35,30,30,30,30,30,30,30,30
1697352470.85,0.06,0.42,0.42,0,1,66,0,0,0.1,292.9,771.3,278.2,51.9,41.6,44.5,41.3,35,30,30,34,30,30,34.2,35,30,30,30,30,30,30,30,30
1697352470.95,0.06,0.44,0.44,0,1,72,0,0,0.1,291.9,386.3,287.1,49.3,44.7,44,41.4,35.4,30,31,36.4,30,30.6,35.2,34.4,30,30,30,30,30,30,30,30
1697352471.05,0.06,0.46,0.46,0,1,81,0,0,0.1,293.9,386.3,287.1,48.9,44.9,44,41.4,35.4,30,31,36.4,30,30.6,35.2,34.4,30,30,30,30,30,30,30,30
1697352471.15,0.06,0.44,0.44,0,1,95,0,0,0.1,297.9,278.1,295.5,48.1,44.7,43.6,41.5,35.8,30,37.8,40.6,30,31.8,35,33.4,30,30,30,30,30,30,30,30
1697352471.25,0.07,0.34,0.34,0,1,117,0,0,0.1,288.3,444.3,295.3,47.6,46.9,43.5,41.5,35.8,30,37.8,40.6,30,31.8,35,33.4,30,30,30,30,30,30,30,30
1697352471.35,0.07,0.34,0.34,0,1,117,0,0,0.1,288.3,444.3,295.3,47.6,46.9,43.5,41.5,35.8,30,37.8,40.6,30,31.8,35,33.4,30,30,30,30,30,30,30,30
1697352471.45,0.05,0.44,0.44,0,1,132,0.6,0.6,0.1,293.9,306.5,295.7,43.3,48.9,43,41.9,35.6,30,39.6,40.4,30,33,35,33.4,30,30,30,30,30,30,30,30
1697352471.55,0.05,0.44,0.44,0,1,132,0.6,0.6,0.1,293.9,497.8,301.4,43.3,48.9,42.7,42.2,35.6,30,39.6,40.4,30,33,35,33.4,30,30,30,30,30,30,30,30
1697352471.65,0.05,0.41,0.42,0,1,132,0.6,0.6,0.1,839,497.8,301.4,43.2,49.6,42.7,42.2,35.6,30,39.6,40.4,30,33,35,33.4,30,30,30,30,30,30,30,30
