time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1697352617.35,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.36,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.37,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.38,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.39,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.4,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.41,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.42,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.43,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.44,-0.35,1.09,1.08,3.5,12.1,91.6,1,0.02,-0,0.09
1697352617.45,-0.45,1.29,1.06,5.7,3.9,95.2,0.98,0.02,0,0.22
1697352617.46,-0.47,1.24,0.93,3.5,6.2,92.9,0.97,0.02,0,0.23
1697352617.47,-0.45,1.2,1.14,-1.2,8.8,90.9,0.97,0.02,0,0.25
1697352617.48,-0.45,1.2,1.14,-1.2,8.8,90.9,0.97,0.02,0,0.25
1697352617.49,-0.33,1.23,0.77,-3.3,9.3,90.6,0.96,0.02,0,0.26
1697352617.5,-0.33,1.23,0.77,-3.5,9.2,90.9,0.96,0.02,0,0.26
1697352617.51,-0.51,1.15,0.85,-3,8.8,91.2,0.96,0.02,0.01,0.27
1697352617.52,-0.67,1.15,0.77,-2,7.6,91,0.96,0.02,0.01,0.28
1697352617.53,-0.55,0.62,0.89,-3.2,6.4,91.7,0.96,0.02,0.01,0.29
1697352617.54,-0.36,0.82,0.4,-5.6,4.7,92.1,0.96,0.02,0.01,0.29
1697352617.55,-0.08,1,0.67,-7.9,2.6,93.7,0.95,0.02,0.01,0.3
1697352617.56,-0.07,1,0.66,-7.5,-0.1,96.1,0.95,0.02,0.01,0.31
1697352617.57,-0.22,1.16,1.22,-3.2,-3.3,96.1,0.95,0.02,0.01,0.32
1697352617.58,-0.28,0.82,0.54,-0.6,-5.8,96.6,0.95,0.02,0.01,0.33
1697352617.59,0.64,1.02,1.05,2.3,-7.9,95.1,0.94,0.02,0.01,0.33
1697352617.6,0.58,0.74,1.06,1.4,-8.6,93.3,0.94,0.02,0,0.34
1697352617.61,0.58,0.74,1.06,1.4,-8.6,93.3,0.94,0.02,0,0.34
